"","Date","location","operator","planeType","Dead","Aboard","Ground"
"302","1933-01-20","Bourne, Texas","American Airways","Stearman 4",1,1,0
"303","1933-01-20","Marietta, Georgia","American Airways","Stearman 4",1,1,0
"304","1933-01-24","Eugene, Oregon","Pacific Air Transport","Ford 5-AT-D",1,3,0
"305","1933-03-11","Near Mendoza, Argentina","Pan American Grace Airways","Fairchild FC-2W",2,2,0
"306","1933-03-25","Hayward, California","Varney Airlines","Lockheed Orion 9",3,3,11
"307","1933-03-28","Near Dixmude, Belgium","Imperial Airways","Armstrong Whitworth Argosy II",15,15,0
"308","1933-04-03","Hemkenrode, Germany","Deutsche Lufthansa","Junkers F-13",1,2,0
"309","1933-04-04","Off Barnegat, New Jersey","Military - U.S. Navy","Goodyear-Zeppelin U.S.S. Akron (airship)",73,76,0
"310","1933-04-23","Near Castrovillari, Calabria, Italy","Air Orient","Cams 53-1",5,8,0
"311","1933-04-29","Traunstein, Germany","Eurasia","Junkers W-34",4,4,0
"312","1933-05-09","Near Viladrau, Spain","Aeropostale - La Tecoere Company","Latecoere 28-1",6,6,0
"313","1933-06-02","Bowling Green, Virginia","Eastern Air Transport","Pitcairns PA-6",1,1,0
"314","1933-06-11","Glenview, Illinois","Palwaukee","Sikorsky S-38B (flying boat)",9,9,0
"315","1933-07-18","Aegean Sea","Societa Anonima Aero Expresso Italiana","CMASA Wal (flying boat)",6,6,0
"316","1933-08-29","Quay, New Mexico","Trans Continental and Western Air","Ford 5-AT-B Tri Motor",5,5,0
"317","1933-09-12","Near Ljubljana, Yugoslavia","Aeroput","Farman F-306",8,8,0
"318","1933-10-10","Chesterton, Indiana","United Air Lines","Boeing 247-D",10,10,0
"319","1933-10-31","Etobon, France","Air France","Farman F-301",2,2,0
"320","1933-11-09","Portland, Oregon","United Air Lines","Boeing 247",4,9,NA
"321","1933-11-10","Moriarty, New Mexico","Trans Continental and Western Air","Northrop Delta",1,1,0
"322","1933-11-20","Near Tsinan, China","China National Aviation Corporation","Sinson",8,8,NA
"323","1933-11-21","Near Kharkov, Ukraine, USSR","Kalinin","Kalinin K-7",14,20,0
"324","1933-11-24","Wedron, Illinois","National Air Transport","Boeing 247",2,2,0
"325","1933-12-11","Hamburg, Germany","Deutsche Lufthansa","Focke-Wulf A-17",6,10,0
"326","1933-12-14","Eshowe, South Africa","Union Airways","Junkers W-34",4,6,0
"327","1933-12-30","Near Ruysselede, Belgium","Imperial Airways","Avro 10",10,10,0
"328","1934-01-15","Corbigny, France","Air France","Dewoitine D-332",14,14,0
"329","1934-01-20","Carombe, France","Air France","Breguet 280T",2,2,0
"330","1934-02-23","Near Salt Lake City, Utah","Boeing Aircraft Company","Boeing 247",8,8,0
"331","1934-02-26","Rio de Oro, Morocco","Air France","Lat????co????re 28",1,6,0
"332","1934-03-06","Petersburg, Illinois","American Airways","Fairchild Pilgrim 100A",4,4,0
"333","1934-03-10","Pereira, Colombia","Pan American Airways (Scadta)","Sikorsky S-38 Flying Boat",5,6,0
"334","1934-03-22","Near Lima, Peru","Pan American Grace Airlines","Ford 5-AT-C Tri-Motor",3,15,0
"335","1934-04-10","Ningpo Bay, China","China National Aviation Corporation","Sikorsky S-38BB",3,3,0
"336","1934-05-09","English Channel","Air France","Wibault 282T-12",6,6,0
"337","1934-05-31","Croydon, England","Air France","Liore-et-Olivier 213",2,2,0
"338","1934-06-09","Mongaup Mountain, New York","American Airways","Curtiss Condor T-32",7,7,0
"339","1934-06-11","Junin, Argentina","Panagra","Ford 5-AT-C Tri-Motor",5,10,0
"340","1934-06-22","Chausseehausen, Germany","Deutsche Lufthansa","Dornier Merkur",1,7,0
"341","1934-06-23","Burbank, California","Aerevias Centrales Air Service","Lockheed Orion",1,1,0
"342","1934-07-09","San Bernardino, California","United Air Services","Lockheed Vega",3,4,0
"343","1934-07-27","Near Tuttlingen, Germany","Swissair","Curtiss AT-32C Condor",12,12,0
"344","1934-08-05","Bahia, Brazil","Air France","Latecoere 26",2,2,0
"345","1934-08-10","Ningbo, China","China National Aviation Corporation","Sikorsky S-38B",NA,NA,NA
"346","1934-08-31","Amazonia, Missouri","Rapid Air Transport","Stinson  SM-6000B",5,5,0
"347","1934-10-02","English Channel","Hillman Airways","de havilland 89 Dragon Rapide",7,7,0
"348","1934-10-03","Near Winton, Australia","Qantas","de Havilland DH-50A",3,3,0
"349","1934-10-19","Bass Strait, Australia","Holyman Airways","de Havilland DH-86",11,11,0
"350","1934-11-02","Kiapit, Australia","Holdens Air Transport Service","De Havilland DH-61",2,4,0
"351","1934-11-15","Near Longreach, Australia","Qantas","de Havilland DH-86",4,4,0
"352","1934-11-15","Amazonia, Montana","Rapid Air Transport","Stinson SM-6000-B",2,2,0
"353","1934-12-07","Salchau, Germany","Deutsche Lufthansa","Junkers F-13",3,3,0
"354","1934-12-08","Columbia, Missouri","Braniff Airlines","Lockheed Vega 5C",1,1,0
"355","1934-12-10","Palma Soriano, Cuba","Cubana de Aviacion","Ford 4-AT-E Tri-motor",4,8,0
"356","1934-12-20","Rutbah Wells, Syria","KLM Royal Dutch Airlines","Douglas DC-2-115A",7,7,0
"357","1934-12-22","Sunbright, Tennessee","American Airlines","Lockheed Orion 9D",1,1,0
"358","1935-01-26","Pittsburgh, Pennsylvania","Trans Continental and Western Air","Consolidated Fleetster",1,1,0
"359","1935-01-31","Stettin, Germany","Deruluft","Junkers JU-52/3m",11,11,0
"360","1935-03-07","Schievelbein, Germany","Deruluft","Rochrbach Roland",3,NA,0
"361","1935-03-15","El Arish, Egypt","Misrair","de Havilland Dragon 1",3,6,0
"362","1935-03-29","Off Samland, Germany","Deutsche Lufthansa","Junkers F-13",5,5,0
"363","1935-04-01","Beauvais, France","Air France","Farman F-300",1,3,0
"364","1935-04-06","Brilon, Germany","KLM Royal Dutch Airlines","Fokker F-12",7,7,0
"365","1935-05-01","Near Walsenberg, Colorado","Varney Air Lines","Lockheed Vega",1,1,0
"366","1935-05-06","Atlanta, Missouri","Trans Continental and Western Air","Douglas DC-2-112",5,14,0
"367","1935-05-18","Flint, Michigan","Knowles Flying Service of Detroit","Ford model 4-AT-E",3,12,0
"368","1935-05-18","Near Moscow, Russia","Gor'ky Eskadril'ya","Tupolev ANT-20 / I-5",50,50,2
"369","1935-05-27","Glendo, Wyoming","Wyoming Air Service","Boeing 221",1,1,0
"370","1935-05-28","Maywood, Illinois","Chicago and Southern Airlines","Stinson SM6000B Tri-motor",2,2,0
"371","1935-05-29","San Barbra, Honduras","?","?",6,9,0
"372","1935-06-24","Medellin, Colombia","Servicio Aereo Columbiano / SCADTA","Ford Tri-Motor / Ford Tri-Motor",17,20,0
"373","1935-07-14","Amsterdam, Netherlands","KLM Royal Dutch Airlines","Fokker F-XXII",6,20,0
"374","1935-07-19","Off Chandeleur Island, Mississippi","Wedell-Williams Air Service Corporation","General 102-E",2,2,0
"375","1935-07-20","Pian Giacomo, Switzerland","KLM Royal Dutch Airlines","Douglas DC-2",13,13,0
"376","1935-08-13","Hangow, China","China National Aviation Corporation","Sikorsky S-38B",NA,NA,NA
"377","1935-08-14","Near Gilmer, Texas","Delta Air Lines","Stinson Model A",4,4,0
"378","1935-08-15","Near Glendo, Wyoming","Aero Mayflower Transit Co","Waco, model YLC",3,3,0
"379","1935-08-15","Walakpa, near Point Barrow, Alaska","Private","Lockheed Orion 9E Explorer float plane",2,2,0
"380","1935-09-01","Burbank, California","Western Air Express","Boeing 247",3,3,0
"381","1935-09-13","Near Tambo, Panama","Panama Airways","Ford Tri-Motor",8,8,0
"382","1935-10-02","Off Finders Island, Victoria, Australia","Holyman Airways","de Havilland DH-86",5,5,0
"383","1935-10-07","Near Cheyenne, Wyoming","United Air Lines","Boeing 247D",12,12,0
"384","1935-10-09","Gulf of Finland","Aero O-Y","Junkers F-13",6,6,0
"385","1935-10-21","Troy, New York","Chamberlin Flying Service","Curtiss AT-32C Condor",1,6,0
"386","1935-10-30","Cheyenne, Wyoming","United Air Lines","Boeing B-247-D",4,4,0
"387","1935-11-02","Off Nhambupe, Brazil","Air France","Lat????co????re 28-1",4,4,0
"388","1935-11-09","Near Fort Worth, Texas","Braniff Airlines","Lockheed Vega",1,1,0
"389","1935-11-09","Near Juticalpa, Honduras","TACA","Ford Tri-Motor",14,14,0
"390","1935-11-11","Istres, France","Air France","Latecoere 28",3,3,0
"391","1935-12-04","Tours, France","Air Bleu","Caudron C-630 Simoun",1,2,0
"392","1935-12-10","Croydon, England","Sabena","Savoia-Marchetti SM73",11,11,0
"393","1935-12-24","Breslau, Germany","Deutsche Lufthansa","Heinkel He-70",3,3,0
"394","1935-12-31","Off Alexandria, Egypt","Imperial Airways","Short Calcutta",12,13,0
"395","1936-01-14","Goodwin, Arkansas","American Airlines","Douglas DC-2-120",17,17,0
"396","1936-01-17","Near Cordillera, Boliva","Lloyd Aereo Boliviano","Junkers JU-52",13,13,0
"397","1936-01-21","Off Ajaccio, Corsica, France","Air France","CAMS 53",6,6,0
"398","1936-01-29","Denton, Texas","American Airlines","Vultee V-1",1,6,0
"399","1936-02-10","Atlantic Ocean","Air France","Latecoere 301 (flying boat)",6,6,0
"400","1936-02-15","South Atlantic Ocean","Deutsche Lufthansa","Dormier Do-J-Iif Bos Wal",4,4,0
"401","1936-03-05","Near Tengya, China","China National Aviation Corporation","Ford 5-AT-D Tri-Motor",0,6,0
"402","1936-03-26","Amemeca, Mexico","Compania de Mexico","Ford 5-AT-B Tri Motor",14,14,0
"403","1936-04-01","Pavillon, New York","American Airlines","Stinson Model A",2,2,0
"404","1936-04-07","Uniontown, Pennsylvania","Trans Continental and Western Air","Douglas DC-2-112",13,15,0
"405","1936-04-11","Port of Spain, Trinidad","Pan American Airways","Sikorsky S-42A",3,25,0
"406","1936-04-15","Near Turin, Italy","Avio Linee Italiane","OFM F-VIIb/3m",7,7,0
"407","1936-04-17","Switzerland","Deutsche Lufthansa","Junkers JU-52",3,5,0
"408","1936-04-21","Senlis, France","Sabena","Fokker F-VII",2,2,0
"409","1936-04-30","Basel, Switzerland","Swissair","General Aviation GA-43",2,2,0
"410","1936-05-16","Mount Waverley, Australia","Holyman Airways","De Havilland DH-60",2,2,0
"411","1936-06-09","Malmo, Sweden","A B Aerotransport","Fokker F-XXII",1,15,0
"412","1936-06-13","Hannover, Germany","Deutsche Lufthansa","Junkers JU-160",1,6,0
"413","1936-06-16","Mt. Lihesten, Norway","Den Norske Luftfartskole","Junkers JU-52/3m",7,7,0
"414","1936-07-31","Off Channel Islands, Jersey","Guernsey Airways","Saro Cloud",7,7,0
"415","1936-08-02","Mazamet, France","Air France","Wibault 280",3,3,0
"416","1936-08-03","Mexico","Mexicana","Lockheed Orion",1,1,0
"417","1936-08-05","St. Louis, Missouri","Chicago Southern Airlines","Lockheed 10B Electra",8,8,0
"418","1936-08-06","Choco, Colombia","SCADTA","Junkers F-13",2,2,0
"419","1936-08-12","Altenkirchen, Germany","British Airways","De Havilland DH-86",2,2,0
"420","1936-08-22","Mirabella, Greece","Imperial Airways","Short Kent",2,11,0
"421","1936-09-05","Near Pittsburgh, Pennsylvania","Pittsburgh Skyways Inc.","Stinson SM 6000B",10,11,0
"422","1936-09-25","English Channel","Imperial Airways","Boulton and Paul P-71",2,2,0
"423","1936-09-28","Benghazi, Libya","Ala Littoria SA","Cant Z-506 (float plane)",9,10,0
"424","1936-09-28","Walsenberg, Colorado","Varney Air Lines","Lockheed Vega",3,3,0
"425","1936-09-29","Napierville, Illinois","Blue Bird Air Service","Lockheed Vega 5C",4,4,0
"426","1936-10-06","Mexico","Mexicana","Lockheed Orion",1,1,0
"427","1936-10-09","?","North Sea Aerial and General Transport","Blackburn B-2",1,1,0
"428","1936-11-01","Near Tabarz, Germany","Deutsche Lufthansa","Junkers JU-52",11,15,0
"429","1936-11-17","Nurnberg, Germany","Deutsche Lufthansa","Junkers JU-52/3m",4,16,0
"430","1936-11-19","London, England","British Airways","Fokker F-XII",2,4,0
"431","1936-12-04","Near Grenoble, France","Deutsche Lufthansa","Junkers JU-52/3m",6,6,0
"432","1936-12-06","Near Moscow","Deruluft","Antonov AN-9",9,14,0
"433","1936-12-07","Off Dakar, French West Africa","Air France","Lat????co????re 300",5,5,0
"434","1936-12-09","Croydon, England","KLM Royal Dutch Airlines","Douglas DC-2-115E",15,17,0
"435","1936-12-15","Near Salt Lake City, Utah","Western Air Express","Boeing 247D",7,7,0
"436","1936-12-18","Kellogg, Idaho","Northwest Orient Airlines","Lockheed 10 Electra",2,2,0
"437","1936-12-19","Near Milford, Pennsylvania","Eastern Air Lines","Douglas DC-2-112",14,14,0
"438","1936-12-23","Near Dallas, Texas","Braniff Airways","Lockheed 10 Electra",6,6,0
"439","1936-12-26","Nanking, China","China National Aviation Corporation","Douglas DC-2",NA,NA,NA
"440","1936-12-27","Newhall, California","United Air Lines","Boeing 247-D",12,12,0
"441","1937-01-11","Near Playa V icente, Veracruz, Mexico","Mexicana","Lockheed 10E Electra",9,9,0
"442","1937-01-12","Near Newhall, California","Western Air Express","Boeing 247B",5,13,0
"443","1937-01-26","Oran, Algeria","Sabena","Sabca S-73",12,12,0
"444","1937-02-09","Off San Francisco, California","United Air Lines","Douglas DC-3A",11,11,0
"445","1937-02-19","McPherson Ranges, Queensland, Australia","Airlines of Australia","Stinson Model A",5,7,0
"446","1937-03-12","Bathurst, Gambia","Deutsche Lufthansa","Heinkel He-111V2",4,4,0
"447","1937-03-24","Near Ouroux, France","Imperial Airways","Short  S-23 (flying boat)",5,6,0
"448","1937-03-25","Clifton, Pennsylvania","Trans Continental and Western Air","Douglas DC-2-112",13,13,0
"449","1937-03-26","Wetnum, Germany","Deutsche Lufthansa","Junkers JU-52/3m",2,6,0
"450","1937-05-06","Lakehurst, New Jersey","Deutsche Zeppelin Reederei","Zeppelin LZ-129",35,97,1
"451","1937-05-20","Stuttgart, Germany","Deutsche Lufthansa","Heinkel He-70",4,4,0
"452","1937-06-02","Chile","Linea Aerea Nacional de Chile","Sirkorsky S-43 (flying boat)",9,9,0
"453","1937-07-02","Off Lae, New Guinea","Private - Purdue Reasearch Foundation","Lockheed 10E Electra",2,2,0
"454","1937-07-28","Hal, Belgium","KLM Royal Dutch Airlines","Douglas DC-2-115L",15,15,0
"455","1937-08-02","Wadi Halfa, Sudan","Ala Littoria","Savoia-Marchetti SM73",9,9,0
"456","1937-08-03","Off Cristobal, Panama","Pan American Grace Airways","Sikorsky S-43",14,14,0
"457","1937-08-08","Chilang Point, Bias Bay, China","China National Aviation Corporation","Sikorsky S-43",3,11,0
"458","1937-08-10","Daytona Beach, Florida","Eastern Air Lines","Douglas DC-2",4,9,0
"459","1937-08-23","San Luis, Argentina","Pan American Grace Airways","Douglas DC-2",3,3,0
"460","1937-08-27","Wau, Australia","Guinea Airways","Stinson SR-7 Reliant",1,2,0
"461","1937-10-01","Phaleron Bay, Greece","Imperial Airways","Short Empire Flying Boat",2,14,0
"462","1937-10-06","Palembang, Netherlands Indies","KLM Royal Dutch Airlines","Douglas DC-3",4,11,0
"463","1937-10-17","Haydens Peak, Wyoming","United Air Lines","Douglas DC-3",19,19,0
"464","1937-10-26","Off Western Africa","Air France","Dewoitine D-333",6,6,0
"465","1937-11-12","Mannheim, Germany","Deutsche Lufthansa","Heinkel He-111",10,12,0
"466","1937-11-16","Ostende, Belgium","Sabena","Junkers JU-52/3m",11,11,0
"467","1937-11-26","Croydon, London","Deutsche Lufthansa","Junkers JU-52",3,3,0
"468","1937-12-05","Brindisi Harbor, Italy","Imperial Airways","Short Empire Flying Boat",2,19,0
"469","1937-12-08","Saint Sauveur, France","Air France","Potez 621",2,7,0
"470","1937-12-24","Kasperske Hory, Czechoslovakia","Air France","Wibault 283-T12",3,3,0
"471","1938-01-04","Frankfurt, Germany","Deutsche Lufthansa","Junkers JU-52/3m",6,6,0
"472","1938-01-10","Bozeman, Montana","Northwest Orient Airlines","Lockheed 14H Super Electra",10,10,0
"473","1938-01-11","Pago Pago, U.S. Samoa","Pan American World Airways","Sikorsky S-42 (flying boat)",7,7,0
"474","1938-01-12","North Pine, Ontario, Canada","General Airways","Stinson Reliant",1,1,0
"475","1938-02-02","Off San Clemente Island, California","Military - U.S. Navy / Military - U.S. Navy","Consolidated PBY-2 / Consolidated PBY-2",11,14,0
"476","1938-02-05","Kandalaksha, Russia","TsAGI","V6 (airship)",13,19,0
"477","1938-02-09","Marseille, France","Air France","Lior????-et-Olivier H-242",8,12,0
"478","1938-02-09","Guadalupe, Mexico","Mexicana","Lockheed 10 Electra",2,2,0
"479","1938-02-13","Mediterranean Sea","Ala Littoria SA","Cant Z-506",14,14,0
"480","1938-02-22","Pontoise, France","Deutsche Lufthansa","Junkers JU.52",3,3,0
"481","1938-03-01","Near Wawona, Cailifornia","Trans Continental and Western Air","Douglas DC-2-112",9,9,0
"482","1938-03-07","Datia, India","Air France","Potez 621",7,7,0
"483","1938-03-08","Somerton, Australia","Australian National Airways","De Havilland DH-60",1,1,0
"484","1938-03-23","Corsavy, France","Air France","Dewoitine D-338",8,8,0
"485","1938-04-30","Near Formia, Italy","Ala Littoria","Junkers JU-52",19,19,0
"486","1938-05-05","Balbuena, Mexico","Lineas A????reas Mineras","Lockheed Vega 5B",1,6,0
"487","1938-05-10","Mangere, New Zealand","United Airways of New Zealand","Lockheed 10 Electra",2,2,0
"488","1938-05-16","Near Saugus, California","Northwest Orient Airlines","Lockheed 14-H2 Super Electra",9,9,0
"489","1938-05-22","Sao Paulo, Brazil","Cruzeiro do Sul","Junkers JU-52/3m",2,17,0
"490","1938-05-24","Cleveland, Ohio","United Air Lines","Douglas DST-A-207A",10,10,0
"491","1938-05-27","Germany","Deutsche Lufthansa","Heinkel 116",3,3,0
"492","1938-05-27","Alberno Canal, BC, Canada","Ginger Coote Airways","Fairchild 51",1,1,0
"493","1938-06-08","Tanganyika","Wilson Airways","De Havilland DH-85",3,3,0
"494","1938-06-19","Mount  Mercedario, Chile","Pan American Grace Airways","Douglas DC-2",4,4,0
"495","1938-07-08","Billings, Montana","Northwest Orient Airlines","Lockheed 14 Super Electra",10,10,0
"496","1938-07-14","Off Sardinia, Italy","Ala Littoria","Savoia Marchetti S-66",20,20,0
"497","1938-07-22","Stulpica, Romania","LOT Polish Airlines","Lockheed 14H Super Electra",14,14,0
"498","1938-07-24","Near Bogota Colombia","Military - Colombian Army","Curtiss-Wright Hawk",1,1,52
"499","1938-07-27","Kisumu, Kenya","Imperial Airways","Armstrong-Withworth Atlanta",4,4,0
"500","1938-07-29","Pacific Ocean between Manila and Guam","Pan American World Airways","Martin M-130 (flying boat)",15,15,0
"501","1938-08-10","Debrecen, Hungary","Magyar Legiforagalmi","Ford Tri-motor F-VIII",12,12,0
"502","1938-08-10","Shishijima, Japan","Dai Nippon","Douglas DF-151",6,6,0
"503","1938-08-12","Near San Andres Tuxtla, VeraCruz, Mexico","Mexicana","Lockheed 10E Electra",11,11,0
"504","1938-08-13","Kiel, Germany","CSA Czech Airlines","Savoia-Marchetti SM73",16,17,0
"505","1938-08-15","Guanabara, Brazil","Syndicato Condor","Junkers JU-52/3m",9,9,0
"506","1938-08-18","Bucharest, Romania","LOT Polish Airlines","Lockheed 14 Electra",7,7,0
"507","1938-08-18","Montnago, Italy","Macchi","Macchi C-94",15,15,0
"508","1938-08-24","Tokyo, Japan","Japan Air / Japan Flying School","Unknown / Unknown",5,5,53
"509","1938-08-24","Wangmoon, China","China National Aviation Corporation","Douglas DC-2",14,17,0
"510","1938-08-29","Innisfail, Australia","North Queensland Airways","De Havilland DH-84",5,9,0
"511","1938-08-29","Near Tucumcari, New Mexico","Transcontinental &Western Air","Ford Tri-motor",5,5,0
"512","1938-10-01","Off Bathurst, Gambia","Deutsche Lufthansa","Dornier DO.18",4,4,0
"513","1938-10-01","Grisons, Switzerland","Deutsche Lufthansa","Junkers JU-52/3m",14,14,0
"514","1938-10-10","Soest, Germany","Sabena","Savbia-Marchetti  S-73P",20,20,0
"515","1938-10-25","Mt. Dandenong, Australia","Australian National Airways","Douglas DC-2-112",18,18,0
