"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"856","A14",24,"A32","A40",1474,"A62","A72",4,"A94","A101",3,"A121",33,"A143","A152",1,"A173","good","A192","A201",1
"857","A14",10,"A32","A48",894,"A65","A74",4,"A92","A101",3,"A122",40,"A143","A152",1,"A173","good","A192","A201",1
"858","A14",15,"A34","A42",3343,"A61","A73",4,"A93","A101",2,"A124",28,"A143","A153",1,"A173","good","A192","A201",1
"859","A11",15,"A32","A40",3959,"A61","A73",3,"A92","A101",2,"A122",29,"A143","A152",1,"A173","good","A192","A201",2
"860","A14",9,"A32","A40",3577,"A62","A73",1,"A93","A103",2,"A121",26,"A143","A151",1,"A173","bad","A191","A202",1
"861","A14",24,"A34","A41",5804,"A64","A73",4,"A93","A101",2,"A121",27,"A143","A152",2,"A173","good","A191","A201",1
"862","A14",18,"A33","A49",2169,"A61","A73",4,"A94","A101",2,"A123",28,"A143","A152",1,"A173","good","A192","A201",2
"863","A11",24,"A32","A43",2439,"A61","A72",4,"A92","A101",4,"A121",35,"A143","A152",1,"A173","good","A192","A201",2
"864","A14",27,"A34","A42",4526,"A64","A72",4,"A93","A101",2,"A121",32,"A142","A152",2,"A172","bad","A192","A201",1
"865","A14",10,"A32","A42",2210,"A61","A73",2,"A93","A101",2,"A121",25,"A141","A151",1,"A172","good","A191","A201",2
"866","A14",15,"A32","A42",2221,"A63","A73",2,"A92","A101",4,"A123",20,"A143","A151",1,"A173","good","A191","A201",1
"867","A11",18,"A32","A43",2389,"A61","A72",4,"A92","A101",1,"A123",27,"A142","A152",1,"A173","good","A191","A201",1
"868","A14",12,"A34","A42",3331,"A61","A75",2,"A93","A101",4,"A122",42,"A142","A152",1,"A173","good","A191","A201",1
"869","A14",36,"A32","A49",7409,"A65","A75",3,"A93","A101",2,"A122",37,"A143","A152",2,"A173","good","A191","A201",1
"870","A11",12,"A32","A42",652,"A61","A75",4,"A92","A101",4,"A122",24,"A143","A151",1,"A173","good","A191","A201",1
"871","A14",36,"A33","A42",7678,"A63","A74",2,"A92","A101",4,"A123",40,"A143","A152",2,"A173","good","A192","A201",1
"872","A13",6,"A34","A40",1343,"A61","A75",1,"A93","A101",4,"A121",46,"A143","A152",2,"A173","bad","A191","A202",1
"873","A11",24,"A34","A49",1382,"A62","A74",4,"A93","A101",1,"A121",26,"A143","A152",2,"A173","good","A192","A201",1
"874","A14",15,"A32","A44",874,"A65","A72",4,"A92","A101",1,"A121",24,"A143","A152",1,"A173","good","A191","A201",1
"875","A11",12,"A32","A42",3590,"A61","A73",2,"A93","A102",2,"A122",29,"A143","A152",1,"A172","bad","A191","A201",1
"876","A12",11,"A34","A40",1322,"A64","A73",4,"A92","A101",4,"A123",40,"A143","A152",2,"A173","good","A191","A201",1
"877","A11",18,"A31","A43",1940,"A61","A72",3,"A93","A102",4,"A124",36,"A141","A153",1,"A174","good","A192","A201",1
"878","A14",36,"A32","A43",3595,"A61","A75",4,"A93","A101",2,"A123",28,"A143","A152",1,"A173","good","A191","A201",1
"879","A11",9,"A32","A40",1422,"A61","A72",3,"A93","A101",2,"A124",27,"A143","A153",1,"A174","good","A192","A201",2
"880","A14",30,"A34","A43",6742,"A65","A74",2,"A93","A101",3,"A122",36,"A143","A152",2,"A173","good","A191","A201",1
"881","A14",24,"A32","A41",7814,"A61","A74",3,"A93","A101",3,"A123",38,"A143","A152",1,"A174","good","A192","A201",1
"882","A14",24,"A32","A41",9277,"A65","A73",2,"A91","A101",4,"A124",48,"A143","A153",1,"A173","good","A192","A201",1
"883","A12",30,"A34","A40",2181,"A65","A75",4,"A93","A101",4,"A121",36,"A143","A152",2,"A173","good","A191","A201",1
"884","A14",18,"A34","A43",1098,"A61","A71",4,"A92","A101",4,"A123",65,"A143","A152",2,"A171","good","A191","A201",1
"885","A12",24,"A32","A42",4057,"A61","A74",3,"A91","A101",3,"A123",43,"A143","A152",1,"A173","good","A192","A201",2
"886","A11",12,"A32","A46",795,"A61","A72",4,"A92","A101",4,"A122",53,"A143","A152",1,"A173","good","A191","A201",2
"887","A12",24,"A34","A49",2825,"A65","A74",4,"A93","A101",3,"A124",34,"A143","A152",2,"A173","bad","A192","A201",1
"888","A12",48,"A32","A49",15672,"A61","A73",2,"A93","A101",2,"A123",23,"A143","A152",1,"A173","good","A192","A201",2
"889","A14",36,"A34","A40",6614,"A61","A75",4,"A93","A101",4,"A123",34,"A143","A152",2,"A174","good","A192","A201",1
"890","A14",28,"A31","A41",7824,"A65","A72",3,"A93","A103",4,"A121",40,"A141","A151",2,"A173","bad","A192","A201",1
"891","A11",27,"A34","A49",2442,"A61","A75",4,"A93","A101",4,"A123",43,"A142","A152",4,"A174","bad","A192","A201",1
"892","A14",15,"A34","A43",1829,"A61","A75",4,"A93","A101",4,"A123",46,"A143","A152",2,"A173","good","A192","A201",1
"893","A11",12,"A34","A40",2171,"A61","A73",4,"A93","A101",4,"A122",38,"A141","A152",2,"A172","good","A191","A202",1
"894","A12",36,"A34","A41",5800,"A61","A73",3,"A93","A101",4,"A123",34,"A143","A152",2,"A173","good","A192","A201",1
"895","A14",18,"A34","A43",1169,"A65","A73",4,"A93","A101",3,"A122",29,"A143","A152",2,"A173","good","A192","A201",1
"896","A14",36,"A33","A41",8947,"A65","A74",3,"A93","A101",2,"A123",31,"A142","A152",1,"A174","bad","A192","A201",1
"897","A11",21,"A32","A43",2606,"A61","A72",4,"A92","A101",4,"A122",28,"A143","A151",1,"A174","good","A192","A201",1
"898","A14",12,"A34","A42",1592,"A64","A74",3,"A92","A101",2,"A122",35,"A143","A152",1,"A173","good","A191","A202",1
"899","A14",15,"A32","A42",2186,"A65","A74",1,"A92","A101",4,"A121",33,"A141","A151",1,"A172","good","A191","A201",1
"900","A11",18,"A32","A42",4153,"A61","A73",2,"A93","A102",3,"A123",42,"A143","A152",1,"A173","good","A191","A201",2
"901","A11",16,"A34","A40",2625,"A61","A75",2,"A93","A103",4,"A122",43,"A141","A151",1,"A173","good","A192","A201",2
"902","A14",20,"A34","A40",3485,"A65","A72",2,"A91","A101",4,"A121",44,"A143","A152",2,"A173","good","A192","A201",1
"903","A14",36,"A34","A41",10477,"A65","A75",2,"A93","A101",4,"A124",42,"A143","A153",2,"A173","good","A191","A201",1
"904","A14",15,"A32","A43",1386,"A65","A73",4,"A94","A101",2,"A121",40,"A143","A151",1,"A173","good","A192","A201",1
"905","A14",24,"A32","A43",1278,"A61","A75",4,"A93","A101",1,"A121",36,"A143","A152",1,"A174","good","A192","A201",1
"906","A11",12,"A32","A43",1107,"A61","A73",2,"A93","A101",2,"A121",20,"A143","A151",1,"A174","bad","A192","A201",1
"907","A11",21,"A32","A40",3763,"A65","A74",2,"A93","A102",2,"A121",24,"A143","A152",1,"A172","good","A191","A202",1
"908","A12",36,"A32","A46",3711,"A65","A73",2,"A94","A101",2,"A123",27,"A143","A152",1,"A173","good","A191","A201",1
"909","A14",15,"A33","A41",3594,"A61","A72",1,"A92","A101",2,"A122",46,"A143","A152",2,"A172","good","A191","A201",1
"910","A12",9,"A32","A40",3195,"A65","A73",1,"A92","A101",2,"A121",33,"A143","A152",1,"A172","good","A191","A201",1
"911","A14",36,"A33","A43",4454,"A61","A73",4,"A92","A101",4,"A121",34,"A143","A152",2,"A173","good","A191","A201",1
"912","A12",24,"A34","A42",4736,"A61","A72",2,"A92","A101",4,"A123",25,"A141","A152",1,"A172","good","A191","A201",2
"913","A12",30,"A32","A43",2991,"A65","A75",2,"A92","A101",4,"A123",25,"A143","A152",1,"A173","good","A191","A201",1
"914","A14",11,"A32","A49",2142,"A64","A75",1,"A91","A101",2,"A121",28,"A143","A152",1,"A173","good","A192","A201",1
"915","A11",24,"A31","A49",3161,"A61","A73",4,"A93","A101",2,"A122",31,"A143","A151",1,"A173","good","A192","A201",2
"916","A12",48,"A30","A410",18424,"A61","A73",1,"A92","A101",2,"A122",32,"A141","A152",1,"A174","good","A192","A202",2
"917","A14",10,"A32","A41",2848,"A62","A73",1,"A93","A102",2,"A121",32,"A143","A152",1,"A173","bad","A191","A201",1
"918","A11",6,"A32","A40",14896,"A61","A75",1,"A93","A101",4,"A124",68,"A141","A152",1,"A174","good","A192","A201",2
"919","A11",24,"A32","A42",2359,"A62","A71",1,"A91","A101",1,"A122",33,"A143","A152",1,"A173","good","A191","A201",2
"920","A11",24,"A32","A42",3345,"A61","A75",4,"A93","A101",2,"A122",39,"A143","A151",1,"A174","good","A192","A201",2
"921","A14",18,"A34","A42",1817,"A61","A73",4,"A92","A101",2,"A124",28,"A143","A152",2,"A173","good","A191","A201",1
"922","A14",48,"A33","A43",12749,"A63","A74",4,"A93","A101",1,"A123",37,"A143","A152",1,"A174","good","A192","A201",1
"923","A11",9,"A32","A43",1366,"A61","A72",3,"A92","A101",4,"A122",22,"A143","A151",1,"A173","good","A191","A201",2
"924","A12",12,"A32","A40",2002,"A61","A74",3,"A93","A101",4,"A122",30,"A143","A151",1,"A173","bad","A192","A201",1
"925","A11",24,"A31","A42",6872,"A61","A72",2,"A91","A101",1,"A122",55,"A141","A152",1,"A173","good","A192","A201",2
"926","A11",12,"A31","A40",697,"A61","A72",4,"A93","A101",2,"A123",46,"A141","A152",2,"A173","good","A192","A201",2
"927","A11",18,"A34","A42",1049,"A61","A72",4,"A92","A101",4,"A122",21,"A143","A151",1,"A173","good","A191","A201",1
"928","A11",48,"A32","A41",10297,"A61","A74",4,"A93","A101",4,"A124",39,"A142","A153",3,"A173","bad","A192","A201",2
"929","A14",30,"A32","A43",1867,"A65","A75",4,"A93","A101",4,"A123",58,"A143","A152",1,"A173","good","A192","A201",1
"930","A11",12,"A33","A40",1344,"A61","A73",4,"A93","A101",2,"A121",43,"A143","A152",2,"A172","bad","A191","A201",1
"931","A11",24,"A32","A42",1747,"A61","A72",4,"A93","A102",1,"A122",24,"A143","A152",1,"A172","good","A191","A202",1
"932","A12",9,"A32","A43",1670,"A61","A72",4,"A92","A101",2,"A123",22,"A143","A152",1,"A173","good","A192","A201",2
"933","A14",9,"A34","A40",1224,"A61","A73",3,"A93","A101",1,"A121",30,"A143","A152",2,"A173","good","A191","A201",1
"934","A14",12,"A34","A43",522,"A63","A75",4,"A93","A101",4,"A122",42,"A143","A152",2,"A173","bad","A192","A201",1
"935","A11",12,"A32","A43",1498,"A61","A73",4,"A92","A101",1,"A123",23,"A141","A152",1,"A173","good","A191","A201",1
"936","A12",30,"A33","A43",1919,"A62","A72",4,"A93","A101",3,"A124",30,"A142","A152",2,"A174","good","A191","A201",2
"937","A13",9,"A32","A43",745,"A61","A73",3,"A92","A101",2,"A121",28,"A143","A152",1,"A172","good","A191","A201",2
"938","A12",6,"A32","A43",2063,"A61","A72",4,"A94","A101",3,"A123",30,"A143","A151",1,"A174","good","A192","A201",1
"939","A12",60,"A32","A46",6288,"A61","A73",4,"A93","A101",4,"A124",42,"A143","A153",1,"A173","good","A191","A201",2
"940","A14",24,"A34","A41",6842,"A65","A73",2,"A93","A101",4,"A122",46,"A143","A152",2,"A174","bad","A192","A201",1
"941","A14",12,"A32","A40",3527,"A65","A72",2,"A93","A101",3,"A122",45,"A143","A152",1,"A174","bad","A192","A201",1
"942","A14",10,"A32","A40",1546,"A61","A73",3,"A93","A101",2,"A121",31,"A143","A152",1,"A172","bad","A191","A202",1
"943","A14",24,"A32","A42",929,"A65","A74",4,"A93","A101",2,"A123",31,"A142","A152",1,"A173","good","A192","A201",1
"944","A14",4,"A34","A40",1455,"A61","A74",2,"A93","A101",1,"A121",42,"A143","A152",3,"A172","bad","A191","A201",1
"945","A11",15,"A32","A42",1845,"A61","A72",4,"A92","A103",1,"A122",46,"A143","A151",1,"A173","good","A191","A201",1
"946","A12",48,"A30","A40",8358,"A63","A72",1,"A92","A101",1,"A123",30,"A143","A152",2,"A173","good","A191","A201",1
"947","A11",24,"A31","A42",3349,"A63","A72",4,"A93","A101",4,"A124",30,"A143","A153",1,"A173","bad","A192","A201",2
"948","A14",12,"A32","A40",2859,"A65","A71",4,"A93","A101",4,"A124",38,"A143","A152",1,"A174","good","A192","A201",1
"949","A14",18,"A32","A42",1533,"A61","A72",4,"A94","A102",1,"A122",43,"A143","A152",1,"A172","bad","A191","A201",2
"950","A14",24,"A32","A43",3621,"A62","A75",2,"A93","A101",4,"A123",31,"A143","A152",2,"A173","good","A191","A201",2
"951","A12",18,"A34","A49",3590,"A61","A71",3,"A94","A101",3,"A123",40,"A143","A152",3,"A171","bad","A192","A201",1
"952","A11",36,"A33","A49",2145,"A61","A74",2,"A93","A101",1,"A123",24,"A143","A152",2,"A173","good","A192","A201",2
"953","A12",24,"A32","A41",4113,"A63","A72",3,"A92","A101",4,"A123",28,"A143","A151",1,"A173","good","A191","A201",2
"954","A14",36,"A32","A42",10974,"A61","A71",4,"A92","A101",2,"A123",26,"A143","A152",2,"A174","good","A192","A201",2
"955","A11",12,"A32","A40",1893,"A61","A73",4,"A92","A103",4,"A122",29,"A143","A152",1,"A173","good","A192","A201",1
"956","A11",24,"A34","A43",1231,"A64","A75",4,"A92","A101",4,"A122",57,"A143","A151",2,"A174","good","A192","A201",1
"957","A13",30,"A34","A43",3656,"A65","A75",4,"A93","A101",4,"A122",49,"A142","A152",2,"A172","good","A191","A201",1
"958","A12",9,"A34","A43",1154,"A61","A75",2,"A93","A101",4,"A121",37,"A143","A152",3,"A172","good","A191","A201",1
"959","A11",28,"A32","A40",4006,"A61","A73",3,"A93","A101",2,"A123",45,"A143","A152",1,"A172","good","A191","A201",2
"960","A12",24,"A32","A42",3069,"A62","A75",4,"A93","A101",4,"A124",30,"A143","A153",1,"A173","good","A191","A201",1
"961","A14",6,"A34","A43",1740,"A61","A75",2,"A94","A101",2,"A121",30,"A143","A151",2,"A173","good","A191","A201",1
"962","A12",21,"A33","A40",2353,"A61","A73",1,"A91","A101",4,"A122",47,"A143","A152",2,"A173","good","A191","A201",1
"963","A14",15,"A32","A40",3556,"A65","A73",3,"A93","A101",2,"A124",29,"A143","A152",1,"A173","good","A191","A201",1
"964","A14",24,"A32","A43",2397,"A63","A75",3,"A93","A101",2,"A123",35,"A141","A152",2,"A173","good","A192","A201",2
"965","A12",6,"A32","A45",454,"A61","A72",3,"A94","A101",1,"A122",22,"A143","A152",1,"A172","good","A191","A201",1
"966","A12",30,"A32","A43",1715,"A65","A73",4,"A92","A101",1,"A123",26,"A143","A152",1,"A173","good","A191","A201",1
"967","A12",27,"A34","A43",2520,"A63","A73",4,"A93","A101",2,"A122",23,"A143","A152",2,"A172","good","A191","A201",2
"968","A14",15,"A32","A43",3568,"A61","A75",4,"A92","A101",2,"A123",54,"A141","A151",1,"A174","good","A192","A201",1
"969","A14",42,"A32","A43",7166,"A65","A74",2,"A94","A101",4,"A122",29,"A143","A151",1,"A173","good","A192","A201",1
"970","A11",11,"A34","A40",3939,"A61","A73",1,"A93","A101",2,"A121",40,"A143","A152",2,"A172","bad","A191","A201",1
"971","A12",15,"A32","A45",1514,"A62","A73",4,"A93","A103",2,"A121",22,"A143","A152",1,"A173","good","A191","A201",1
"972","A14",24,"A32","A40",7393,"A61","A73",1,"A93","A101",4,"A122",43,"A143","A152",1,"A172","bad","A191","A201",1
"973","A11",24,"A31","A40",1193,"A61","A71",1,"A92","A102",4,"A124",29,"A143","A151",2,"A171","good","A191","A201",2
"974","A11",60,"A32","A49",7297,"A61","A75",4,"A93","A102",4,"A124",36,"A143","A151",1,"A173","good","A191","A201",2
"975","A14",30,"A34","A43",2831,"A61","A73",4,"A92","A101",2,"A123",33,"A143","A152",1,"A173","good","A192","A201",1
"976","A13",24,"A32","A43",1258,"A63","A73",3,"A92","A101",3,"A123",57,"A143","A152",1,"A172","good","A191","A201",1
"977","A12",6,"A32","A43",753,"A61","A73",2,"A92","A103",3,"A121",64,"A143","A152",1,"A173","good","A191","A201",1
"978","A12",18,"A33","A49",2427,"A65","A75",4,"A93","A101",2,"A122",42,"A143","A152",2,"A173","good","A191","A201",1
"979","A14",24,"A33","A40",2538,"A61","A75",4,"A93","A101",4,"A123",47,"A143","A152",2,"A172","bad","A191","A201",2
"980","A12",15,"A31","A40",1264,"A62","A73",2,"A94","A101",2,"A122",25,"A143","A151",1,"A173","good","A191","A201",2
"981","A12",30,"A34","A42",8386,"A61","A74",2,"A93","A101",2,"A122",49,"A143","A152",1,"A173","good","A191","A201",2
"982","A14",48,"A32","A49",4844,"A61","A71",3,"A93","A101",2,"A123",33,"A141","A151",1,"A174","good","A192","A201",2
"983","A13",21,"A32","A40",2923,"A62","A73",1,"A92","A101",1,"A123",28,"A141","A152",1,"A174","good","A192","A201",1
"984","A11",36,"A32","A41",8229,"A61","A73",2,"A93","A101",2,"A122",26,"A143","A152",1,"A173","bad","A191","A201",2
"985","A14",24,"A34","A42",2028,"A61","A74",2,"A93","A101",2,"A122",30,"A143","A152",2,"A172","good","A191","A201",1
"986","A11",15,"A34","A42",1433,"A61","A73",4,"A92","A101",3,"A122",25,"A143","A151",2,"A173","good","A191","A201",1
"987","A13",42,"A30","A49",6289,"A61","A72",2,"A91","A101",1,"A122",33,"A143","A152",2,"A173","good","A191","A201",1
"988","A14",13,"A32","A43",1409,"A62","A71",2,"A92","A101",4,"A121",64,"A143","A152",1,"A173","good","A191","A201",1
"989","A11",24,"A32","A41",6579,"A61","A71",4,"A93","A101",2,"A124",29,"A143","A153",1,"A174","good","A192","A201",1
"990","A12",24,"A34","A43",1743,"A61","A75",4,"A93","A101",2,"A122",48,"A143","A152",2,"A172","good","A191","A201",1
"991","A14",12,"A34","A46",3565,"A65","A72",2,"A93","A101",1,"A122",37,"A143","A152",2,"A172","bad","A191","A201",1
"992","A14",15,"A31","A43",1569,"A62","A75",4,"A93","A101",4,"A123",34,"A141","A152",1,"A172","bad","A191","A201",1
"993","A11",18,"A32","A43",1936,"A65","A74",2,"A94","A101",4,"A123",23,"A143","A151",2,"A172","good","A191","A201",1
"994","A11",36,"A32","A42",3959,"A61","A71",4,"A93","A101",3,"A122",30,"A143","A152",1,"A174","good","A192","A201",1
"995","A14",12,"A32","A40",2390,"A65","A75",4,"A93","A101",3,"A123",50,"A143","A152",1,"A173","good","A192","A201",1
"996","A14",12,"A32","A42",1736,"A61","A74",3,"A92","A101",4,"A121",31,"A143","A152",1,"A172","good","A191","A201",1
"997","A11",30,"A32","A41",3857,"A61","A73",4,"A91","A101",4,"A122",40,"A143","A152",1,"A174","good","A192","A201",1
"998","A14",12,"A32","A43",804,"A61","A75",4,"A93","A101",4,"A123",38,"A143","A152",1,"A173","good","A191","A201",1
"999","A11",45,"A32","A43",1845,"A61","A73",4,"A93","A101",4,"A124",23,"A143","A153",1,"A173","good","A192","A201",2
"1000","A12",45,"A34","A41",4576,"A62","A71",3,"A93","A101",4,"A123",27,"A143","A152",1,"A173","good","A191","A201",1
