"","study","time","id","calm","secure","tense","regretful","at.ease","upset","worrying","rested","anxious","comfortable","confident","nervous","jittery","high.strung","relaxed","content","worried","rattled","joyful","pleasant"
"271","CITY",1,9,2,2,3,1,2,3,1,2,2,2,4,1,2,4,2,2,1,2,1,1
"272","CITY",1,10,4,3,1,1,3,1,1,2,1,4,3,1,1,1,3,2,1,1,2,3
"273","CITY",1,11,3,2,1,1,2,1,2,2,1,2,2,1,1,1,3,2,1,1,2,2
"274","CITY",1,12,3,4,1,1,4,1,1,3,1,3,4,1,1,2,4,4,1,1,4,4
"275","CITY",1,13,4,3,2,1,3,1,1,3,2,4,3,2,2,2,3,3,1,1,3,4
"276","CITY",1,14,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,1,2
"277","CITY",1,15,3,2,2,1,2,1,3,2,2,2,3,2,1,1,2,2,2,1,2,2
"278","CITY",1,16,2,2,3,2,1,4,4,1,3,1,2,3,3,3,2,2,4,2,3,2
"279","CITY",1,17,3,3,1,1,3,1,2,2,1,3,2,1,2,1,3,3,2,1,2,2
"280","CITY",1,18,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,3,3
"281","CITY",1,19,4,3,1,1,4,1,1,4,1,2,2,3,2,1,3,3,1,1,1,2
"282","CITY",1,20,2,3,1,1,3,1,1,2,1,3,1,1,3,2,2,2,1,1,2,3
"283","CITY",1,21,2,2,2,1,2,1,1,2,2,2,4,2,1,2,3,2,2,1,3,4
"284","CITY",1,22,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2
"285","CITY",1,23,4,4,2,1,4,1,1,2,1,2,4,1,2,1,4,4,1,1,2,3
"286","CITY",1,24,3,3,1,2,3,1,1,2,2,3,3,2,2,2,3,2,1,2,3,3
"287","CITY",1,25,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1
"288","CITY",1,26,3,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,2,1,2,3
"289","CITY",1,27,1,1,3,1,1,2,1,2,2,2,1,3,2,1,1,1,2,2,1,1
"290","CITY",1,28,4,4,1,1,4,1,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","CITY",1,29,2,3,2,1,2,1,1,2,3,2,3,1,3,3,2,3,1,3,3,2
"292","CITY",1,30,3,2,1,1,3,1,2,3,2,3,2,1,2,1,3,3,1,2,2,3
"293","CITY",1,31,2,3,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2
"294","CITY",1,32,2,1,3,3,1,3,1,2,3,1,1,3,2,1,3,1,2,1,1,1
"295","CITY",1,33,3,3,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1
"296","CITY",1,34,4,4,1,1,4,1,2,3,3,4,4,1,2,3,2,4,1,4,4,4
"297","CITY",1,35,4,3,1,1,3,1,1,2,2,3,3,1,1,1,4,4,1,1,2,2
"298","CITY",1,36,3,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1
"299","CITY",1,37,4,4,2,2,4,2,3,3,1,2,4,1,1,2,4,3,2,2,3,3
"300","CITY",1,38,3,3,2,1,3,1,2,1,2,3,2,2,1,2,3,3,2,1,1,3
"301","CITY",1,39,4,4,2,1,3,1,3,1,2,3,2,2,2,1,3,4,3,1,2,3
"302","CITY",1,40,3,3,2,1,3,1,1,2,2,3,2,2,2,2,3,3,1,2,2,3
"303","CITY",1,41,2,2,2,1,1,1,1,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA
"304","CITY",1,42,3,4,1,1,4,1,1,2,3,3,4,1,1,1,3,3,1,3,3,3
"305","CITY",1,43,4,3,1,1,4,1,1,3,1,4,3,1,1,1,4,4,1,2,3,4
"306","CITY",1,44,2,3,1,1,2,1,1,2,2,3,3,1,1,2,2,3,1,1,3,3
"307","CITY",1,45,4,3,1,1,3,1,2,3,1,3,3,1,1,1,3,3,1,1,2,3
"308","CITY",1,46,2,3,2,1,2,1,2,2,3,3,3,3,3,2,2,3,1,2,3,3
"309","CITY",1,47,3,4,1,1,3,1,1,3,3,3,4,1,1,1,3,3,1,2,3,3
"310","CITY",1,48,1,3,2,1,1,1,1,2,2,2,3,2,1,2,2,3,1,1,2,3
"311","CITY",1,49,2,3,3,1,2,2,2,2,2,3,2,4,4,4,1,2,2,3,2,3
"312","CITY",1,50,2,3,2,1,2,1,1,2,1,3,3,1,2,3,2,2,1,2,2,2
"313","CITY",1,51,2,2,1,1,3,1,1,2,1,3,3,1,1,3,3,3,1,1,3,3
"314","CITY",1,52,3,4,1,1,4,1,1,4,4,4,4,1,1,1,4,4,1,1,4,4
"315","CITY",1,53,3,4,1,1,3,1,1,3,3,3,4,2,2,2,2,3,1,2,2,3
"316","CITY",1,54,3,2,2,2,3,2,3,3,2,2,2,2,3,3,2,2,2,3,3,3
"317","CITY",1,55,3,3,2,1,3,1,1,3,2,3,4,1,1,1,3,2,1,1,2,3
"318","CITY",1,56,2,2,1,1,3,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1
"319","CITY",1,57,4,4,2,1,4,1,1,2,2,3,4,1,1,1,3,4,1,1,4,4
"320","CITY",1,58,3,2,2,1,2,2,3,1,2,2,2,2,2,2,2,2,3,1,2,2
"321","CITY",1,59,3,3,2,1,3,1,1,1,2,2,4,2,1,1,3,4,1,1,3,4
"322","CITY",1,60,4,3,1,2,3,1,4,4,3,4,2,1,1,1,3,3,3,1,4,4
"323","CITY",1,61,3,3,1,1,4,1,3,2,1,3,3,1,1,1,4,3,2,1,1,3
"324","CITY",1,62,3,4,2,1,3,1,2,3,2,3,4,1,2,2,2,3,2,1,3,4
"325","CITY",1,63,1,1,4,2,1,3,3,1,2,1,2,1,2,1,1,1,4,2,2,1
"326","CITY",1,64,4,3,1,2,2,1,1,3,2,2,3,1,1,1,3,3,2,1,3,3
"327","CITY",1,65,3,3,1,1,3,1,1,2,1,3,2,1,1,1,3,3,1,1,1,2
"328","CITY",1,66,3,3,2,1,3,2,2,1,2,2,3,2,1,1,2,2,2,1,2,2
"329","CITY",1,67,3,3,2,1,3,1,1,1,2,3,3,1,1,2,3,4,2,1,4,4
"330","CITY",1,68,2,3,3,1,3,1,3,2,2,2,3,2,2,1,2,2,3,1,2,1
"331","CITY",1,69,4,4,1,1,4,1,1,4,1,4,4,1,1,2,4,4,1,1,2,4
"332","CITY",1,70,2,2,2,1,2,1,3,2,3,3,3,2,2,2,2,3,1,1,3,3
"333","CITY",1,71,3,2,1,2,3,2,4,2,2,2,2,2,1,1,3,2,2,1,1,2
"334","CITY",1,72,3,3,2,1,4,1,1,1,2,2,3,1,2,1,2,3,1,1,2,4
"335","CITY",1,73,4,4,2,1,4,1,1,2,1,4,3,1,1,1,4,4,1,1,1,3
"336","CITY",1,74,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1
"337","CITY",1,75,2,2,3,1,2,2,3,1,2,1,2,3,2,2,1,2,3,2,2,2
"338","CITY",1,76,3,3,2,1,3,1,2,3,2,3,3,2,1,2,2,3,1,2,3,3
"339","CITY",1,77,2,2,2,1,2,2,1,3,2,2,2,2,2,1,3,3,2,1,2,3
"340","CITY",1,78,3,3,1,1,3,1,1,2,1,3,3,1,1,1,3,3,3,1,2,2
"341","CITY",1,79,3,3,2,2,3,2,3,3,2,3,3,2,2,1,3,3,2,2,3,3
"342","CITY",1,80,2,3,3,1,2,2,1,1,2,2,4,1,4,2,2,4,1,2,1,2
"343","CITY",1,81,4,4,1,1,4,1,2,2,1,3,4,1,1,1,4,4,1,1,3,3
"344","CITY",1,82,2,3,2,1,2,2,2,2,2,2,3,1,1,1,2,2,2,1,1,2
"345","CITY",1,83,3,3,1,1,3,2,1,3,2,3,3,2,2,1,3,3,2,1,2,2
"346","CITY",1,84,3,3,1,1,3,1,2,3,2,3,3,1,2,1,4,3,1,2,2,3
"347","CITY",1,85,2,2,1,1,3,1,1,2,1,3,2,1,1,1,2,3,1,1,1,2
"348","CITY",1,86,3,3,2,1,3,1,2,2,1,2,2,1,1,1,3,3,2,1,1,2
"349","CITY",1,87,2,3,2,1,2,1,1,2,3,2,1,2,2,2,2,3,1,1,1,2
"350","CITY",1,88,2,3,2,2,3,2,3,2,3,1,2,1,3,2,2,2,2,2,2,2
"351","CITY",1,89,4,4,1,1,4,1,1,3,1,3,3,1,1,1,4,4,1,1,2,3
"352","CITY",1,90,2,2,3,1,2,1,2,3,3,2,3,2,2,2,1,2,2,3,2,2
"353","CITY",1,91,2,3,1,1,2,1,1,1,1,2,4,1,1,1,3,3,1,1,1,2
"354","CITY",1,92,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3
"355","CITY",1,93,1,1,3,1,1,2,3,2,2,1,1,2,1,2,1,2,3,1,1,2
"356","CITY",1,94,3,4,2,1,2,1,1,4,3,2,4,1,2,3,2,3,1,2,4,3
"357","CITY",1,95,3,3,2,1,3,1,2,1,1,2,3,1,2,1,3,3,2,1,2,2
"358","CITY",1,96,4,3,3,1,4,3,3,1,3,2,1,1,2,1,3,4,3,1,1,2
"359","CITY",1,97,2,1,4,1,2,4,3,1,3,2,2,3,2,2,2,1,4,3,1,1
"360","CITY",1,98,3,2,1,1,2,2,4,1,3,2,3,1,1,1,2,1,1,1,2,1
"361","CITY",1,99,3,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,1,1,2
"362","CITY",1,100,3,3,2,1,3,1,1,2,1,2,3,2,1,1,2,3,1,1,1,2
"363","CITY",1,101,3,3,1,1,3,1,2,3,1,4,3,1,1,1,3,4,2,2,3,3
"364","CITY",1,102,4,4,1,1,4,1,1,3,2,2,3,1,1,1,4,4,1,1,3,4
"365","CITY",1,103,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,3,1,1,2,3
"366","CITY",1,104,3,3,1,1,4,1,1,3,1,3,3,1,1,1,4,3,1,1,2,3
"367","CITY",1,105,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"368","CITY",1,106,3,2,3,1,3,2,2,4,3,3,3,2,3,2,3,3,2,1,2,3
"369","CITY",1,107,4,3,1,1,3,1,1,2,2,2,2,1,1,1,3,3,1,1,1,3
"370","CITY",1,108,3,3,1,1,3,1,1,3,1,3,2,1,2,1,3,3,1,1,2,3
"371","CITY",1,109,4,4,1,1,3,1,1,1,2,2,1,1,1,1,3,2,1,1,1,1
"372","CITY",1,110,3,2,2,2,3,1,4,2,3,2,2,2,1,1,2,3,2,1,1,2
"373","CITY",1,111,3,4,1,1,3,1,1,2,1,3,4,1,1,1,3,4,1,1,3,3
"374","CITY",1,112,2,2,1,1,3,1,1,2,2,3,3,1,2,2,2,3,1,1,1,2
"375","CITY",1,113,2,2,3,1,1,1,1,3,2,3,3,3,3,3,1,1,2,1,1,2
"376","CITY",1,114,2,4,3,1,3,1,1,3,2,3,4,2,1,2,3,3,2,1,3,4
"377","CITY",1,115,2,3,2,1,2,1,1,3,1,3,4,1,2,1,3,3,1,2,2,2
"378","CITY",1,116,4,4,2,1,3,1,1,3,1,3,3,2,1,1,4,4,1,1,1,3
"379","CITY",1,117,2,2,3,3,1,4,4,1,3,1,1,3,1,1,3,1,2,1,1,1
"380","CITY",1,118,2,2,3,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2
"381","CITY",1,119,4,4,1,1,4,1,1,3,1,4,3,1,1,1,4,3,1,1,2,4
"382","CITY",1,120,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1
"383","CITY",1,121,2,2,2,1,2,1,2,3,3,2,3,3,2,2,2,3,2,1,2,2
"384","CITY",1,122,2,4,2,1,2,2,3,2,3,2,3,2,2,1,2,2,1,1,1,2
"385","CITY",1,123,3,3,2,1,3,2,2,3,2,3,3,1,2,2,3,3,2,1,1,3
"386","CITY",1,124,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,3,3
"387","CITY",1,125,2,2,1,1,3,1,2,1,1,2,4,1,1,1,1,1,1,1,1,1
"388","CITY",1,126,3,3,1,1,3,1,2,2,1,2,3,1,1,1,2,2,2,1,1,2
"389","CITY",1,127,3,3,2,1,3,1,1,2,2,3,4,1,2,2,2,3,1,1,3,3
"390","CITY",1,128,2,3,1,2,2,1,1,1,2,2,3,1,1,1,2,2,1,1,1,2
"391","CITY",1,129,2,1,2,3,1,2,3,1,3,1,1,2,2,1,2,1,4,3,1,2
"392","CITY",1,130,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"393","CITY",1,131,2,3,2,1,2,1,1,2,1,2,3,1,2,2,2,3,1,1,2,2
"394","CITY",1,132,4,3,1,1,3,1,1,2,3,3,3,1,1,1,4,2,1,1,2,3
"395","CITY",1,133,2,2,1,1,3,1,1,2,1,2,2,1,1,1,2,3,1,1,1,2
"396","CITY",1,134,4,3,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,1,1,3
"397","CITY",1,135,2,3,2,1,2,1,1,2,1,2,3,2,3,4,2,2,2,2,3,2
"398","CITY",1,136,2,4,2,2,4,2,2,4,2,2,4,1,2,1,2,3,2,2,3,3
"399","CITY",1,137,2,2,3,1,2,1,3,1,2,2,1,2,2,3,2,1,2,2,1,1
"400","CITY",1,138,4,4,1,1,4,1,1,2,1,3,4,1,1,1,3,3,1,1,1,3
"401","CITY",1,139,2,3,4,NA,1,1,1,2,4,2,4,3,4,4,2,2,1,4,4,3
"402","CITY",1,140,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2
"403","CITY",1,141,4,2,1,1,4,1,1,2,1,4,2,1,1,1,4,3,1,1,1,1
"404","CITY",1,142,3,2,2,2,3,1,3,3,2,4,1,1,2,1,3,2,2,1,1,2
"405","CITY",1,143,4,3,1,1,2,1,1,1,1,3,2,1,1,1,2,2,1,1,1,1
"406","CITY",1,144,2,3,2,1,2,1,1,2,1,3,3,1,2,1,2,2,1,1,2,2
"407","CITY",1,145,2,2,3,2,3,1,1,2,2,3,4,2,3,2,2,3,1,1,3,3
"408","CITY",1,146,2,3,2,1,2,1,1,2,2,3,4,1,4,3,2,2,1,3,3,3
"409","CITY",1,147,3,3,1,1,3,1,1,2,2,2,3,1,2,2,2,3,1,2,1,2
"410","CITY",1,148,4,4,1,1,4,1,1,4,1,3,4,1,1,1,4,2,1,1,1,3
"411","CITY",1,149,3,3,1,1,3,2,1,1,1,4,2,1,1,1,3,3,1,1,2,4
"412","CITY",1,150,3,3,1,1,2,1,2,2,1,2,2,1,1,1,3,3,2,1,1,3
"413","CITY",1,151,4,3,1,1,4,1,2,4,1,3,2,1,1,1,4,3,2,1,3,2
"414","CITY",1,152,2,4,2,1,2,1,2,2,3,3,4,1,1,3,2,4,1,2,3,3
"415","CITY",1,153,3,3,1,1,3,1,1,2,1,2,3,1,1,1,4,3,1,1,1,3
"416","CITY",1,154,2,2,2,1,2,1,1,2,2,2,3,1,3,2,2,3,1,1,3,3
"417","CITY",1,155,3,3,1,1,3,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1
"418","CITY",1,156,3,4,1,1,4,1,1,4,1,4,4,1,2,1,3,4,1,1,4,4
"419","CITY",1,157,2,3,1,1,3,1,1,2,1,3,4,1,2,4,2,2,1,1,4,4
"420","EMIT",1,1,3,2,2,1,2,1,2,2,3,2,2,2,2,2,2,2,3,2,2,2
"421","EMIT",1,2,3,3,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2
"422","EMIT",1,3,4,3,1,1,4,1,1,2,2,3,3,1,1,1,4,3,1,1,2,3
"423","EMIT",1,4,2,3,1,1,2,1,1,2,1,2,3,1,2,1,3,2,1,1,1,2
"424","EMIT",1,5,2,3,2,1,2,2,3,2,3,3,3,2,2,2,2,3,2,1,2,2
"425","EMIT",1,6,1,3,4,1,1,1,1,1,4,1,3,2,4,4,1,2,1,3,2,2
"426","EMIT",1,7,4,4,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,1,3,3
"427","EMIT",1,8,3,3,1,1,3,1,1,2,1,2,2,1,2,1,3,2,1,1,2,2
"428","EMIT",1,9,3,3,1,1,2,1,1,2,1,2,3,1,1,1,2,2,1,1,1,3
"429","EMIT",1,10,4,3,1,1,4,1,1,2,1,3,2,1,1,1,3,3,1,1,2,3
"430","EMIT",1,11,4,3,1,1,3,1,1,2,1,2,4,1,1,1,3,3,1,1,2,2
"431","EMIT",1,12,2,3,1,1,3,1,1,3,2,3,4,1,1,1,3,3,1,1,2,3
"432","EMIT",1,13,2,2,1,1,3,1,1,2,1,2,2,1,1,1,3,3,1,1,2,3
"433","EMIT",1,14,3,3,2,3,2,2,3,4,2,2,2,2,2,2,3,2,3,2,2,2
"434","EMIT",1,15,2,3,2,1,2,2,3,1,2,3,3,1,1,1,2,3,2,2,2,3
"435","EMIT",1,16,2,2,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2
"436","EMIT",1,17,2,4,1,1,2,1,1,1,1,3,3,1,1,1,2,3,1,1,2,2
"437","EMIT",1,18,4,4,1,1,4,1,1,4,4,4,4,1,1,3,3,2,1,1,3,4
"438","EMIT",1,19,2,4,1,1,3,1,2,2,2,4,4,1,1,1,3,NA,NA,NA,NA,NA
"439","EMIT",1,20,4,3,1,1,3,1,1,2,1,3,2,1,1,1,3,2,1,1,1,2
"440","EMIT",1,21,4,4,1,1,4,2,1,1,1,3,3,1,3,1,3,3,1,1,1,4
"441","EMIT",1,22,2,2,1,1,2,2,2,2,1,3,2,1,1,1,2,2,2,1,1,3
"442","EMIT",1,23,2,4,2,1,2,1,1,3,3,3,4,2,1,2,3,1,2,1,2,3
"443","EMIT",1,24,4,3,1,1,2,1,3,1,1,2,2,1,1,1,3,2,1,1,1,2
"444","EMIT",1,25,2,3,3,2,2,1,2,2,3,3,4,2,2,2,1,2,2,2,2,2
"445","EMIT",1,26,2,2,2,1,2,1,1,2,2,2,2,2,3,2,2,2,1,2,1,2
"446","EMIT",1,27,4,3,1,2,3,2,2,3,2,3,3,2,1,1,3,2,2,1,3,3
"447","EMIT",1,28,2,2,3,1,1,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","EMIT",1,29,2,3,1,1,3,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2
"449","EMIT",1,30,2,2,2,1,2,1,1,3,3,2,3,2,4,2,2,2,2,NA,2,2
"450","EMIT",1,31,2,3,3,1,2,1,1,2,3,2,4,3,3,4,1,4,1,3,3,2
"451","EMIT",1,32,4,3,1,1,4,1,2,2,3,3,3,1,1,1,4,3,2,1,2,3
"452","EMIT",1,33,4,2,2,1,2,2,3,3,3,2,2,2,1,1,3,2,2,1,NA,NA
"453","EMIT",1,34,4,4,2,1,4,1,2,3,1,3,3,1,2,1,3,3,1,1,2,3
"454","EMIT",1,35,3,3,1,1,3,1,1,2,1,3,3,1,1,1,2,3,1,1,2,3
"455","EMIT",1,36,3,2,2,2,3,1,3,2,2,3,2,1,1,1,3,3,2,1,2,3
"456","EMIT",1,37,4,4,1,1,4,1,1,3,1,4,3,1,1,4,4,1,1,1,2,4
"457","EMIT",1,38,4,4,1,1,4,1,1,2,1,4,3,1,1,1,3,3,1,1,1,3
"458","EMIT",1,39,3,2,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3
"459","EMIT",1,40,3,3,2,1,3,1,1,2,3,3,4,1,2,3,3,3,1,1,2,3
"460","EMIT",1,41,4,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,2,1,2,3
"461","EMIT",1,42,2,2,1,1,3,2,3,2,2,2,1,1,1,1,3,2,2,2,2,2
"462","EMIT",1,43,3,3,2,1,3,1,4,2,2,3,2,1,1,2,2,3,4,1,1,3
"463","EMIT",1,44,4,4,1,1,4,1,1,4,2,1,3,1,1,1,4,4,1,1,2,1
"464","EMIT",1,45,2,2,3,1,2,1,1,3,4,2,3,3,4,4,1,2,1,3,2,2
"465","EMIT",1,46,4,4,1,1,4,1,1,2,1,3,4,1,1,1,4,4,1,1,3,4
"466","EMIT",1,47,2,2,2,1,2,1,1,2,3,3,3,2,2,2,2,2,1,1,1,2
"467","EMIT",1,48,4,3,1,1,4,1,1,4,1,2,4,1,3,2,3,3,1,2,3,3
"468","EMIT",1,49,2,4,1,1,3,1,1,2,2,2,2,1,3,2,2,3,1,1,2,2
"469","EMIT",1,50,4,3,1,1,3,1,2,2,2,3,3,2,2,1,3,2,1,1,2,3
"470","EMIT",1,51,3,3,1,1,2,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3
"471","EMIT",1,52,1,4,3,1,1,1,1,2,3,3,4,4,4,4,1,2,1,4,2,2
"472","EMIT",1,53,3,3,1,1,3,1,1,1,1,3,3,1,1,1,3,3,1,1,2,3
"473","EMIT",1,54,3,3,2,1,3,1,1,2,2,2,2,2,2,2,3,3,2,2,2,3
"474","EMIT",1,55,3,3,1,1,3,1,1,2,1,3,2,1,1,1,3,3,1,1,3,3
"475","EMIT",1,56,2,3,2,1,2,1,1,1,2,2,3,2,2,1,4,3,1,2,2,2
"476","EMIT",1,57,2,3,2,1,3,1,1,3,2,3,3,1,2,1,2,3,1,2,3,4
"477","EMIT",1,58,4,3,1,1,2,1,1,2,1,2,2,1,1,1,4,3,1,1,1,1
"478","EMIT",1,59,2,1,3,2,2,2,3,1,2,2,2,2,1,1,2,1,3,1,2,2
"479","EMIT",1,60,2,2,3,2,3,1,4,2,3,3,3,3,3,3,2,3,3,3,1,3
"480","EMIT",1,61,4,4,1,1,4,1,1,4,1,4,3,1,1,1,3,4,1,1,3,4
"481","EMIT",1,62,4,4,1,1,4,1,1,1,1,3,4,1,1,1,4,3,1,1,2,3
"482","EMIT",1,63,3,4,1,1,3,1,1,2,1,3,4,1,1,1,3,4,1,1,3,3
"483","EMIT",1,64,2,2,3,1,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,3
"484","EMIT",1,65,3,3,2,1,3,1,2,1,2,2,3,1,1,1,2,2,2,1,1,1
"485","EMIT",1,67,2,3,2,1,2,1,2,2,2,3,2,2,2,2,2,2,2,1,3,3
"486","EMIT",1,68,3,3,2,1,2,1,1,1,2,3,2,2,1,1,3,3,1,1,2,2
"487","EMIT",1,69,3,3,2,1,3,2,1,2,2,3,3,2,2,1,3,3,2,2,2,3
"488","EMIT",1,70,2,3,3,1,2,2,1,2,3,2,3,3,3,3,1,2,2,3,2,3
"489","EMIT",1,71,3,3,2,2,3,2,4,3,3,2,3,2,2,2,2,3,3,2,3,3
"490","EMIT",1,72,3,3,1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2
"491","Fast",1,1,3,4,1,1,1,3,1,2,1,2,4,1,1,2,3,1,1,1,1,2
"492","Fast",1,2,3,3,1,1,3,1,1,3,1,3,3,1,1,1,4,4,1,1,2,3
"493","Fast",1,3,3,2,2,3,3,2,1,2,2,3,2,2,1,1,2,2,1,1,1,2
"494","Fast",1,4,3,3,1,1,3,1,2,2,2,3,2,2,1,1,3,3,3,1,2,2
"495","Fast",1,5,4,4,1,1,4,1,1,3,1,4,4,1,1,1,3,4,1,1,3,3
"496","Fast",1,6,4,3,1,1,4,1,1,3,1,3,3,1,1,1,4,3,1,1,3,3
"497","Fast",1,7,3,2,1,3,3,2,4,2,2,3,2,2,1,1,3,2,3,1,2,3
"498","Fast",1,8,3,4,1,1,3,1,1,2,2,3,4,1,2,1,3,3,1,1,3,3
"499","Fast",1,9,4,4,1,1,4,1,1,2,1,2,2,1,1,1,4,3,1,1,1,2
"500","Fast",1,10,3,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
"501","Fast",1,11,3,2,1,1,3,1,1,2,1,2,2,1,1,1,4,2,1,1,2,2
"502","Fast",1,12,4,3,1,1,3,1,1,2,3,3,3,1,1,1,3,4,1,1,4,3
"503","Fast",1,13,4,3,1,3,3,2,1,3,2,3,3,1,2,1,3,2,1,1,2,2
"504","Fast",1,14,4,2,1,1,3,1,1,1,1,2,2,1,2,1,3,1,1,1,1,3
"505","Fast",1,15,2,2,1,2,2,1,1,2,1,2,2,1,3,1,3,2,1,1,1,3
"506","Fast",1,16,3,2,1,1,2,1,1,2,1,2,2,1,1,1,3,2,1,1,2,3
"507","Fast",1,17,3,3,1,1,3,1,1,2,2,3,4,2,1,1,3,3,1,1,2,2
"508","Fast",1,18,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1
"509","Fast",1,19,3,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1
"510","Fast",1,20,2,1,3,2,2,1,2,2,2,2,1,3,2,2,1,2,3,2,1,2
"511","Fast",1,21,3,3,1,1,2,1,1,2,1,3,2,1,1,1,3,3,1,1,1,2
"512","Fast",1,22,3,3,2,2,3,1,2,2,2,2,3,3,3,2,2,3,3,2,2,2
"513","Fast",1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"514","Fast",1,24,4,4,1,1,4,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3
"515","Fast",1,25,3,3,1,1,3,2,2,1,1,2,3,1,2,1,3,2,1,1,1,2
"516","Fast",1,26,3,2,1,2,3,3,4,3,3,3,2,1,1,1,3,3,3,1,2,3
"517","Fast",1,27,4,3,1,1,3,1,1,2,1,2,3,1,1,1,3,3,1,1,3,3
"518","Fast",1,28,2,3,1,2,2,1,2,2,2,3,3,1,1,2,3,2,2,1,2,2
"519","Fast",1,29,4,2,1,1,3,1,1,2,1,3,3,1,1,2,4,3,1,1,2,3
"520","Fast",1,30,3,3,2,1,3,1,2,2,1,2,3,1,1,2,3,3,3,1,1,2
"521","Fast",1,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"522","Fast",1,32,4,3,1,1,4,1,2,3,3,4,4,1,1,1,4,4,1,4,4,4
"523","Fast",1,33,2,2,3,1,2,1,2,1,3,2,3,2,2,1,2,1,2,1,1,2
"524","Fast",1,34,3,3,2,1,3,1,2,3,1,3,3,1,1,2,1,3,1,1,3,3
"525","Fast",1,35,3,3,2,1,3,1,2,3,1,3,2,1,1,1,3,3,2,1,2,3
"526","Fast",1,36,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1
"527","Fast",1,37,3,4,1,1,3,1,1,2,1,3,3,1,1,1,3,3,1,1,2,2
"528","Fast",1,38,3,3,2,2,3,2,1,2,2,3,4,2,2,1,3,3,2,1,2,3
"529","Fast",1,39,3,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2
"530","Fast",1,40,3,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2
"531","Fast",1,41,4,4,1,1,3,1,1,2,1,3,3,1,1,1,4,4,1,1,3,3
"532","Fast",1,42,3,3,1,1,3,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2
"533","Fast",1,43,4,4,1,1,4,1,1,1,1,3,3,1,1,1,4,3,1,1,1,2
"534","Fast",1,44,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,2,1,3,3
"535","Fast",1,45,4,4,1,1,3,1,2,1,1,2,2,1,1,1,3,1,2,1,1,3
"536","Fast",1,46,4,4,1,1,4,1,1,3,1,3,4,1,1,1,4,4,1,1,1,3
"537","Fast",1,47,3,2,1,1,2,1,1,2,1,2,3,1,1,1,2,2,1,1,1,2
"538","Fast",1,48,4,4,1,1,3,1,2,3,1,3,4,1,1,1,3,4,1,1,2,2
"539","Fast",1,49,4,4,1,1,3,1,1,1,1,4,4,1,1,1,4,4,1,1,3,3
"540","Fast",1,51,2,2,3,3,2,3,4,2,3,2,2,3,2,1,2,2,4,1,2,2
