"","study","time","id","pleasant","nervous","not.satisfied","wish.happy","failure","rested","calm","difficulties","worry","happy","disturbing.thoughts","lack.self.confidence","secure","decisive","inadequate","content","thoughts.bother","disappointments","steady","tension"
"272","CITY","1",141,4,2,1,1,1,1,2,2,2,1,3,2,2,2,2,4,1,1,3,2
"273","CITY","1",142,1,3,4,4,2,1,3,2,3,1,3,4,1,3,4,1,4,3,1,4
"274","CITY","1",143,4,1,1,1,2,3,4,2,3,4,2,1,4,1,1,3,2,2,4,3
"275","CITY","1",144,3,2,1,2,1,3,3,1,1,3,1,1,4,2,1,3,1,1,3,1
"276","CITY","1",145,4,4,3,2,1,1,3,1,3,3,2,1,2,3,2,3,2,1,3,3
"277","CITY","1",146,4,2,2,1,1,2,2,2,1,4,3,2,3,2,2,3,2,1,4,1
"278","CITY","1",147,4,2,2,1,1,2,3,1,1,4,1,1,4,2,1,3,2,1,4,1
"279","CITY","1",148,4,1,1,1,1,2,3,2,2,3,2,1,4,2,1,3,3,2,3,2
"280","CITY","1",149,3,2,2,2,1,2,3,1,1,4,2,2,3,3,1,3,1,1,3,1
"281","CITY","1",150,3,2,3,1,2,2,2,2,4,3,2,3,3,2,2,3,2,2,3,3
"282","CITY","1",151,3,2,1,2,2,2,2,2,1,2,1,2,2,4,1,3,1,1,3,1
"283","CITY","1",152,3,2,1,1,1,4,4,2,1,4,2,2,4,2,1,4,1,3,4,2
"284","CITY","1",153,4,2,2,2,1,3,4,2,1,4,1,1,3,2,1,4,1,2,4,2
"285","CITY","1",154,3,2,1,2,1,3,4,2,2,4,2,2,3,1,1,3,1,2,4,2
"286","CITY","1",155,2,2,1,2,1,1,4,2,2,2,1,2,2,2,2,2,3,1,4,1
"287","CITY","1",156,4,2,2,1,3,3,4,2,2,4,1,1,4,1,1,4,2,1,4,2
"288","CITY","1",157,4,2,2,2,2,2,3,2,1,3,1,1,4,1,2,3,1,1,3,2
"289","EMIT","1",1,3,2,2,2,1,2,2,2,3,3,3,3,2,2,2,3,3,2,3,2
"290","EMIT","1",2,3,3,1,2,1,2,2,2,1,4,2,1,4,4,2,4,2,1,3,1
"291","EMIT","1",3,4,2,2,1,1,3,2,1,3,4,2,1,4,1,2,4,3,2,3,3
"292","EMIT","1",4,3,2,1,2,1,2,2,1,2,3,2,2,3,1,2,3,3,1,4,1
"293","EMIT","1",5,3,1,1,2,1,3,3,2,2,3,2,1,4,2,2,3,2,1,4,2
"294","EMIT","1",6,3,3,2,3,1,2,2,3,4,3,4,2,3,4,2,2,3,4,3,3
"295","EMIT","1",7,4,1,1,2,2,4,3,1,2,4,2,2,3,2,1,4,2,1,4,2
"296","EMIT","1",8,3,2,1,2,1,2,4,1,2,3,1,2,3,1,1,2,2,3,3,1
"297","EMIT","1",9,3,2,2,2,1,2,3,2,2,3,2,2,3,2,1,3,2,1,3,1
"298","EMIT","1",10,3,2,2,2,1,2,2,2,3,3,2,2,2,3,2,2,3,2,3,1
"299","EMIT","1",11,4,2,1,1,1,3,4,2,2,4,2,1,4,1,1,2,2,1,3,2
"300","EMIT","1",12,4,2,1,2,2,2,3,1,1,4,1,1,3,2,1,4,2,1,3,1
"301","EMIT","1",13,2,2,2,3,3,2,1,2,4,2,3,4,2,4,3,2,2,4,2,3
"302","EMIT","1",14,3,3,2,1,1,2,2,2,2,4,2,2,2,2,1,4,2,2,2,2
"303","EMIT","1",15,3,2,1,2,2,2,3,2,1,4,2,2,3,2,2,4,2,2,4,2
"304","EMIT","1",16,3,1,2,3,2,2,2,3,2,2,2,4,2,4,2,2,2,1,2,3
"305","EMIT","1",17,4,2,1,1,2,3,3,1,1,3,2,1,4,4,1,4,1,1,4,1
"306","EMIT","1",18,3,1,1,1,1,2,3,2,1,3,3,1,4,2,2,3,2,1,4,1
"307","EMIT","1",19,4,3,2,2,2,2,2,3,3,4,3,2,3,3,2,4,3,3,2,3
"308","EMIT","1",20,3,1,1,2,1,2,3,2,2,3,2,1,3,2,2,3,1,1,3,1
"309","EMIT","1",21,4,4,2,4,1,2,3,2,2,3,2,2,3,1,2,4,3,1,3,4
"310","EMIT","1",22,4,2,2,2,2,4,4,2,2,4,2,2,3,2,2,3,1,2,3,2
"311","EMIT","1",23,3,1,2,1,2,3,4,1,1,3,2,1,4,3,2,3,2,2,3,2
"312","EMIT","1",24,4,3,2,2,1,1,2,3,4,3,2,2,2,3,2,3,3,2,3,2
"313","EMIT","1",25,4,2,2,1,2,3,4,2,2,4,2,1,4,1,2,4,2,2,3,2
"314","EMIT","1",26,3,2,2,2,2,2,3,2,2,3,2,2,3,3,2,4,2,2,2,2
"315","EMIT","1",27,4,2,2,2,1,3,4,2,1,4,2,1,4,3,2,4,1,1,3,1
"316","EMIT","1",28,2,2,1,3,1,1,2,2,3,1,2,3,1,2,3,1,3,2,2,2
"317","EMIT","1",29,3,2,2,4,2,2,3,1,2,3,1,1,3,2,2,2,2,2,3,3
"318","EMIT","1",30,3,2,1,2,1,3,3,3,2,3,2,1,3,3,2,3,1,2,3,2
"319","EMIT","1",31,3,2,1,2,1,2,4,1,2,3,1,1,3,1,1,4,3,2,4,1
"320","EMIT","1",32,3,2,2,2,1,2,2,2,2,3,3,2,2,2,2,3,2,1,2,2
"321","EMIT","1",33,3,3,2,2,1,2,4,3,2,3,3,2,3,3,2,4,2,2,4,3
"322","EMIT","1",34,3,2,2,1,1,3,3,2,3,3,3,2,3,2,2,3,1,2,3,2
"323","EMIT","1",35,3,1,1,1,1,3,3,2,2,4,2,1,3,2,1,3,2,2,3,1
"324","EMIT","1",36,3,3,2,2,2,1,3,2,2,3,2,2,2,2,2,3,2,2,3,2
"325","EMIT","1",37,4,2,2,3,3,3,3,2,2,3,2,2,3,3,2,3,2,2,3,2
"326","EMIT","1",38,4,1,1,1,1,3,4,1,1,4,1,1,4,4,1,4,2,1,4,1
"327","EMIT","1",39,2,2,1,2,2,2,3,2,1,3,2,1,2,2,2,2,2,1,2,2
"328","EMIT","1",40,3,2,1,2,2,1,3,2,3,3,2,2,3,2,2,3,3,1,4,2
"329","EMIT","1",41,3,2,1,2,2,1,3,2,2,4,1,2,3,2,2,3,2,1,4,1
"330","EMIT","1",42,2,3,1,4,3,1,3,3,2,1,3,2,3,4,4,2,4,2,2,4
"331","EMIT","1",43,3,1,2,2,1,2,2,2,2,3,3,2,2,2,2,3,3,2,3,3
"332","EMIT","1",44,4,2,1,1,2,4,4,1,1,4,2,1,4,1,1,4,2,2,4,2
"333","EMIT","1",45,4,2,1,2,1,1,3,2,4,4,2,2,4,1,2,4,2,1,4,3
"334","EMIT","1",46,4,2,2,1,1,2,3,1,4,4,2,1,4,1,1,4,2,1,3,1
"335","EMIT","1",47,3,2,1,1,1,3,2,1,2,4,1,1,3,2,1,4,2,1,3,2
"336","EMIT","1",48,3,2,1,2,1,3,3,1,1,4,1,1,4,2,1,4,2,1,4,1
"337","EMIT","1",49,4,2,2,2,1,2,4,1,1,4,2,2,4,4,2,4,1,1,3,1
"338","EMIT","1",50,4,2,2,3,1,3,3,2,2,4,2,2,3,3,2,3,2,2,3,2
"339","EMIT","1",51,3,1,1,2,3,2,4,1,1,3,1,4,2,2,2,3,1,2,4,1
"340","EMIT","1",52,4,2,1,3,2,2,4,1,1,4,1,1,4,2,2,4,2,1,3,2
"341","EMIT","1",53,3,1,1,1,1,3,3,2,1,4,2,1,3,1,2,3,1,1,2,1
"342","EMIT","1",54,3,2,1,1,1,2,4,2,2,4,1,1,4,2,1,3,2,2,3,1
"343","EMIT","1",55,3,2,2,2,2,2,2,2,3,3,3,2,3,2,2,3,2,2,2,3
"344","EMIT","1",56,3,3,1,2,2,1,3,3,3,3,2,2,3,1,2,4,2,1,4,2
"345","EMIT","1",57,3,2,1,2,2,2,4,1,1,3,1,2,3,2,1,3,1,2,4,1
"346","EMIT","1",58,4,3,1,2,1,3,3,1,2,3,2,2,4,3,2,4,2,1,3,1
"347","EMIT","1",59,2,4,2,4,3,1,1,4,3,2,3,4,2,2,2,2,2,2,1,4
"348","EMIT","1",60,3,3,2,2,2,2,4,3,2,3,2,2,3,2,1,3,2,2,3,2
"349","EMIT","1",61,4,2,1,1,1,3,4,1,1,4,1,2,4,2,1,4,1,1,4,1
"350","EMIT","1",62,4,1,2,1,1,1,4,2,2,4,1,2,3,2,2,4,2,2,4,2
"351","EMIT","1",63,3,2,2,1,2,3,4,1,2,4,2,1,4,2,1,3,2,1,4,1
"352","EMIT","1",64,3,3,2,2,2,2,3,2,2,3,1,2,2,2,2,2,2,1,3,2
"353","EMIT","1",65,3,2,1,1,1,2,4,2,2,3,1,2,2,2,2,3,2,1,3,2
"354","EMIT","1",67,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,1,3,2
"355","EMIT","1",68,4,1,1,1,1,2,4,1,2,4,1,2,3,4,1,4,1,1,4,1
"356","EMIT","1",69,3,2,2,2,1,3,3,2,2,3,2,1,3,2,2,3,2,2,3,1
"357","EMIT","1",70,3,2,1,2,1,2,2,2,2,3,1,1,3,2,1,3,2,1,3,2
"358","EMIT","1",71,3,2,2,2,1,3,3,3,2,4,2,1,3,2,2,3,2,3,3,3
"359","EMIT","1",72,3,1,1,1,1,2,2,1,1,4,1,1,4,1,1,3,1,1,2,1
"360","Fast","1",1,1,2,1,1,1,2,4,1,1,1,1,1,4,1,4,2,1,1,3,1
"361","Fast","1",2,2,1,1,2,4,3,3,2,2,2,1,2,3,2,2,2,1,1,3,3
"362","Fast","1",3,2,3,1,2,1,2,2,2,2,3,2,1,3,3,2,2,1,1,3,3
"363","Fast","1",4,3,2,2,3,1,2,2,2,2,3,3,2,3,4,2,2,2,2,2,1
"364","Fast","1",5,4,2,2,1,1,2,3,2,2,4,1,1,3,4,1,4,2,2,3,2
"365","Fast","1",6,4,2,1,2,1,2,3,2,2,4,2,3,4,1,1,3,2,2,4,1
"366","Fast","1",7,4,1,2,2,2,3,4,3,2,3,4,2,3,2,3,3,2,2,3,2
"367","Fast","1",8,3,2,1,1,2,2,3,2,2,4,1,1,4,2,1,3,2,1,4,2
"368","Fast","1",9,3,3,1,2,2,1,2,1,2,4,2,2,3,1,2,3,2,2,3,2
"369","Fast","1",10,3,2,1,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,3,3
"370","Fast","1",11,3,2,1,2,2,3,4,2,1,3,2,2,3,3,2,3,1,1,4,2
"371","Fast","1",12,4,1,1,2,1,3,4,2,1,4,1,1,4,3,1,4,2,1,4,1
"372","Fast","1",13,2,3,1,2,2,3,2,2,2,3,2,2,3,3,2,3,2,3,2,2
"373","Fast","1",14,3,1,1,1,1,1,3,2,2,3,3,1,2,1,2,3,2,4,3,1
"374","Fast","1",15,3,2,1,1,2,2,3,1,1,3,2,1,3,2,2,3,1,1,3,1
"375","Fast","1",16,3,2,1,2,1,3,2,2,2,3,2,2,3,3,1,3,2,2,3,2
"376","Fast","1",17,4,2,1,2,1,2,4,2,2,4,1,1,4,2,1,4,1,1,3,1
"377","Fast","1",18,3,2,1,2,1,3,3,2,2,2,2,1,3,1,3,3,2,2,3,2
"378","Fast","1",19,3,3,2,2,2,1,2,2,3,2,2,3,1,1,2,3,3,2,3,3
"379","Fast","1",20,2,3,1,2,3,1,1,3,3,2,2,2,1,2,2,2,3,3,2,2
"380","Fast","1",21,3,2,1,1,1,3,2,2,2,3,3,2,3,3,2,3,2,3,3,2
"381","Fast","1",22,3,3,2,2,4,3,3,3,3,3,3,3,2,4,3,3,2,2,3,3
"382","Fast","1",23,2,1,1,3,1,1,2,4,4,2,4,1,3,3,2,3,3,3,4,3
"383","Fast","1",24,3,2,1,1,2,2,2,2,1,3,1,1,3,2,1,4,2,1,2,2
"384","Fast","1",25,3,3,2,3,1,2,4,2,3,3,3,1,3,1,3,3,3,2,3,3
"385","Fast","1",26,3,2,2,2,2,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3
"386","Fast","1",27,3,1,1,1,1,3,2,2,2,4,2,2,3,2,1,3,2,1,3,2
"387","Fast","1",28,4,3,2,2,2,2,2,2,2,3,2,2,3,3,2,3,1,2,3,1
"388","Fast","1",29,4,2,1,1,2,2,3,2,1,3,2,2,3,3,2,3,1,2,3,2
"389","Fast","1",30,2,2,2,1,1,2,2,2,2,2,3,2,3,2,2,3,2,3,2,2
"390","Fast","1",31,3,2,2,2,1,2,3,1,2,3,2,2,3,2,2,3,1,2,3,1
"391","Fast","1",32,3,2,2,2,1,2,3,1,2,4,3,1,3,2,2,3,2,4,4,2
"392","Fast","1",33,2,4,2,3,2,1,2,2,2,2,3,2,2,2,3,2,2,2,2,3
"393","Fast","1",34,3,2,2,2,1,1,3,2,2,3,3,2,3,3,2,4,2,1,4,2
"394","Fast","1",35,3,3,2,2,1,3,3,2,2,3,2,2,4,2,2,4,1,1,3,1
"395","Fast","1",36,2,3,2,1,1,2,2,3,1,1,1,1,3,2,3,3,2,1,2,2
"396","Fast","1",37,3,1,1,2,1,3,3,2,1,3,2,1,3,3,2,3,1,2,3,1
"397","Fast","1",38,4,3,2,2,2,2,3,2,2,4,3,2,3,2,2,4,2,2,4,2
"398","Fast","1",39,2,2,2,3,3,2,2,3,4,2,2,2,2,2,3,2,3,3,3,2
"399","Fast","1",40,4,4,2,2,2,2,3,1,2,4,2,2,3,2,2,3,3,2,3,2
"400","Fast","1",41,3,1,1,1,1,4,3,1,2,4,4,3,3,2,2,4,1,1,3,1
"401","Fast","1",42,3,2,1,1,2,1,2,1,3,3,3,2,2,2,2,3,3,2,2,2
"402","Fast","1",43,3,1,1,2,1,3,3,1,1,3,2,1,4,2,2,3,1,2,3,1
"403","Fast","1",44,3,2,1,1,2,3,4,2,2,3,2,1,4,4,1,4,2,1,4,2
"404","Fast","1",45,3,2,1,2,2,3,4,1,2,3,2,2,3,4,1,3,2,2,4,1
"405","Fast","1",46,3,2,1,2,2,2,2,2,2,2,2,1,3,3,1,4,2,1,3,1
"406","Fast","1",47,3,2,2,1,2,1,3,2,1,2,1,1,2,1,2,2,2,1,3,1
"407","Fast","1",48,4,1,1,1,1,3,4,1,1,3,1,1,4,1,1,4,1,1,4,1
"408","Fast","1",49,4,3,3,3,3,2,4,2,2,3,2,1,4,3,3,4,2,1,1,2
"409","Fast","1",51,2,3,2,3,3,1,2,4,3,2,4,3,2,3,2,2,3,3,2,3
"410","Fast","1",52,4,1,1,1,1,2,4,1,1,4,1,1,4,4,1,4,1,1,4,1
"411","Fast","1",53,3,2,1,2,1,3,4,2,2,3,1,2,3,2,2,3,3,1,3,1
"412","Fast","1",54,3,2,1,2,1,3,3,1,2,3,2,1,4,3,1,3,2,2,3,2
"413","Fast","1",55,4,2,2,1,1,2,4,1,2,4,1,1,3,2,1,4,2,1,4,1
"414","Fast","1",56,3,2,1,1,1,3,4,2,2,3,2,2,3,2,1,4,2,2,3,2
"415","Fast","1",57,3,1,1,1,1,4,3,1,1,3,2,1,3,1,1,3,2,1,2,2
"416","Fast","1",58,3,2,1,2,1,2,3,2,3,3,3,2,3,2,1,3,3,2,2,2
"417","Fast","1",59,3,2,1,2,2,3,2,2,3,3,2,2,3,3,2,3,3,2,3,2
"418","Fast","1",60,3,2,1,2,1,3,4,1,1,3,1,1,3,2,2,3,2,1,3,1
"419","Fast","1",61,3,3,2,2,2,2,2,2,3,3,3,4,2,3,2,3,1,2,2,1
"420","Fast","1",62,2,2,1,3,1,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2
"421","Fast","1",63,4,2,2,2,1,3,3,2,4,4,2,2,4,3,2,4,3,1,4,1
"422","Fast","1",64,4,2,2,2,1,2,4,2,2,3,2,2,2,2,2,3,1,1,4,2
"423","Fast","1",65,2,1,3,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2
"424","Fast","1",66,4,1,1,1,1,3,3,2,1,4,1,1,4,1,1,4,1,1,4,1
"425","Fast","1",67,4,1,1,1,1,3,4,1,1,4,1,1,4,1,1,4,1,1,4,1
"426","Fast","1",68,3,1,2,2,1,2,3,2,2,3,1,1,1,2,2,3,2,1,3,2
"427","Fast","1",69,3,1,1,2,1,3,3,2,1,4,2,3,2,2,2,3,2,NA,4,2
"428","Fast","1",70,2,2,2,3,2,3,2,2,4,3,3,2,3,2,3,3,2,1,3,3
"429","Fast","1",71,4,3,2,1,1,2,3,2,2,4,2,1,4,3,1,4,2,1,3,2
"430","Fast","1",72,3,2,1,2,1,2,3,1,2,3,1,1,3,2,2,3,2,3,3,2
"431","Fast","1",73,3,1,2,2,1,2,2,3,3,3,4,2,2,2,2,1,1,2,3,2
"432","Fast","1",74,3,2,2,1,1,2,2,2,2,3,2,1,4,2,2,3,1,2,4,1
"433","Fast","1",75,4,2,2,1,1,2,3,2,2,4,2,1,3,2,1,3,2,1,4,1
"434","Fast","1",76,3,2,1,2,1,2,2,3,1,3,4,2,2,1,1,2,3,3,2,3
"435","Fast","1",77,3,2,1,1,1,3,3,2,2,3,2,2,3,2,1,3,1,3,3,1
"436","Fast","1",78,4,2,2,2,2,2,3,3,3,4,4,1,3,2,2,3,3,4,2,2
"437","Fast","1",79,3,2,1,1,2,2,4,2,1,4,1,1,3,1,1,4,2,1,3,1
"438","Fast","1",80,3,1,1,1,1,2,3,1,1,3,1,1,3,1,2,3,1,1,3,1
"439","Fast","1",81,3,2,1,1,1,3,4,2,1,3,3,1,3,3,2,3,1,1,4,1
"440","Fast","1",82,2,3,2,4,2,2,1,4,2,2,4,4,1,4,2,1,1,1,2,4
"441","Fast","1",83,3,2,1,2,2,2,4,2,1,3,1,2,3,2,2,4,1,2,4,2
"442","Fast","1",84,4,1,1,1,1,3,4,1,1,4,1,1,4,2,1,4,1,1,3,1
"443","Fast","1",85,2,2,2,2,1,2,3,3,2,3,2,1,3,4,2,3,2,3,3,3
"444","Fast","1",86,3,2,1,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2
"445","Fast","1",87,4,2,1,2,2,3,2,2,3,4,2,2,4,2,2,4,3,2,3,2
"446","Fast","1",88,4,2,2,1,1,2,3,2,1,3,1,1,4,2,1,4,1,1,4,1
"447","Fast","1",89,3,1,1,1,1,2,2,1,2,2,2,2,2,3,1,2,1,1,3,1
"448","Fast","1",90,4,3,2,2,2,2,3,3,3,2,2,2,2,3,2,3,3,1,3,2
"449","Fast","1",91,4,2,1,2,1,3,4,1,1,4,1,1,4,2,1,4,1,1,4,1
"450","Fast","1",92,3,3,2,1,1,2,2,3,3,3,3,1,4,2,1,1,3,2,2,4
"451","Fast","1",93,3,2,1,1,1,3,3,1,1,4,1,1,4,2,1,3,1,1,3,3
"452","Fast","1",94,4,1,1,1,1,3,4,2,1,3,4,1,4,2,2,2,1,1,4,1
"453","Fast","1",95,3,3,1,2,2,3,3,2,2,3,3,2,4,2,2,4,2,1,3,1
"454","FIAT","1",1,4,2,2,1,1,2,3,2,2,4,2,1,4,2,1,4,1,1,4,1
"455","FIAT","1",2,3,1,1,1,1,4,4,2,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA
"456","FIAT","1",3,3,2,2,2,1,2,3,1,1,2,1,2,3,1,2,3,1,1,3,1
"457","FIAT","1",4,4,1,2,1,1,3,3,1,2,4,1,1,4,1,2,4,1,1,4,1
"458","FIAT","1",5,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","FIAT","1",6,2,2,1,2,1,1,2,1,2,2,2,3,1,1,1,2,1,1,2,1
"460","FIAT","1",7,4,1,2,2,1,4,3,2,2,4,1,2,4,1,2,4,1,1,4,1
"461","FIAT","1",8,4,3,2,2,1,2,4,2,2,4,2,2,3,1,2,3,2,2,3,2
"462","FIAT","1",9,4,2,2,1,1,3,4,2,2,4,2,1,4,3,2,3,1,1,4,1
"463","FIAT","1",10,3,1,1,2,1,3,4,1,1,3,2,2,3,1,1,4,1,2,3,1
"464","FIAT","1",11,2,2,2,3,2,2,3,3,3,3,2,3,2,4,2,4,3,2,2,2
"465","FIAT","1",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","FIAT","1",13,2,3,2,3,2,1,1,3,3,2,3,3,1,1,3,2,3,3,1,3
"467","FIAT","1",14,2,2,2,1,1,2,3,2,2,2,1,2,3,3,2,3,1,1,3,1
"468","FIAT","1",15,4,2,1,2,2,2,4,2,2,4,2,1,4,3,1,4,2,2,4,1
"469","FIAT","1",16,4,1,2,1,1,3,4,1,2,4,2,1,3,2,1,4,2,1,3,1
"470","FIAT","1",17,3,4,2,4,3,2,3,3,2,3,3,3,2,4,3,2,2,4,3,3
"471","FIAT","1",18,3,2,2,2,1,2,3,3,2,3,2,2,4,3,2,3,2,2,3,1
"472","FIAT","1",19,3,4,2,2,1,2,3,3,4,3,4,4,2,2,2,3,3,3,2,3
"473","FIAT","1",20,3,2,2,1,1,2,3,2,2,3,2,2,3,2,2,3,1,1,3,2
"474","FIAT","1",21,4,1,1,1,1,2,2,1,2,4,1,1,4,1,1,4,1,1,2,1
"475","FIAT","1",22,3,2,2,2,1,2,2,2,2,3,2,3,3,2,2,3,2,2,3,2
"476","FIAT","1",23,3,2,1,1,2,2,2,1,2,3,2,1,4,1,2,3,2,2,3,1
"477","FIAT","1",24,4,2,2,1,1,3,3,2,2,4,2,1,4,1,2,4,1,1,4,1
"478","FIAT","1",25,3,2,2,1,1,1,2,2,2,3,2,2,3,1,2,3,1,2,3,2
"479","FIAT","1",26,4,2,2,1,1,4,3,1,1,4,1,1,4,2,1,4,1,1,4,1
"480","FIAT","1",27,3,2,2,2,2,3,3,2,3,3,2,2,3,2,2,3,2,2,3,2
"481","FIAT","1",28,4,3,2,2,2,1,2,2,2,3,3,2,2,4,2,3,2,3,3,4
"482","FIAT","1",29,3,2,3,2,1,2,2,3,3,3,4,2,3,3,2,3,2,4,3,3
"483","FIAT","1",30,3,2,1,4,3,2,3,2,3,3,4,2,3,2,2,3,2,2,3,3
"484","FIAT","1",31,4,2,1,1,2,2,3,2,4,4,3,1,3,2,2,3,2,4,3,2
"485","FIAT","1",32,4,3,1,2,3,1,4,3,1,4,2,2,3,2,1,3,2,2,3,2
"486","FIAT","1",33,4,2,1,1,1,4,4,1,2,4,2,1,4,2,1,3,2,2,3,1
"487","FIAT","1",34,3,2,1,1,1,3,3,1,1,3,1,1,3,1,1,3,1,1,3,1
"488","FIAT","1",35,4,3,2,1,2,3,3,2,3,3,2,2,3,4,2,4,2,1,4,2
"489","FIAT","1",36,4,2,1,1,1,2,4,2,1,4,1,1,4,2,1,4,1,1,4,1
"490","FIAT","1",37,4,2,1,1,1,2,3,2,2,4,1,3,2,2,1,4,1,1,4,1
"491","FIAT","1",38,2,2,2,3,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
"492","FIAT","1",39,4,2,1,1,1,3,4,2,1,4,2,1,4,1,1,4,1,2,4,1
"493","FIAT","1",40,3,1,1,1,1,2,3,2,2,4,1,1,4,2,2,4,1,1,3,1
"494","FIAT","1",41,3,2,2,1,1,2,2,2,2,2,3,1,3,3,3,3,1,1,4,2
"495","FIAT","1",42,2,2,2,3,2,2,2,3,3,2,4,3,2,3,2,2,1,2,2,2
"496","FIAT","1",43,3,2,2,1,1,1,2,1,2,3,3,2,3,3,2,3,1,2,2,1
"497","FIAT","1",44,3,1,1,3,2,2,4,2,2,3,2,2,3,2,1,3,2,2,4,1
"498","FIAT","1",45,3,2,2,1,1,2,3,1,1,4,3,2,3,1,2,3,1,2,1,1
"499","FIAT","1",46,3,3,1,2,1,2,4,2,2,4,2,2,4,2,1,3,1,1,3,1
"500","FIAT","1",47,3,2,2,2,2,3,3,3,2,3,2,2,3,3,2,3,2,2,3,2
"501","FIAT","1",48,3,2,2,2,1,2,3,2,2,3,3,2,2,2,2,3,2,2,3,2
"502","FIAT","1",49,2,2,2,1,1,1,4,3,2,3,2,1,3,1,2,3,2,1,4,2
"503","FIAT","1",50,3,3,2,2,2,2,1,3,3,3,2,2,2,3,2,2,2,1,2,3
"504","FIAT","1",51,3,2,1,1,1,1,4,1,2,4,1,3,3,1,1,4,2,2,4,2
"505","FIAT","1",52,3,2,1,1,1,1,4,3,2,2,2,1,3,2,2,3,2,1,3,2
"506","FIAT","1",53,4,2,1,2,2,4,4,1,2,4,1,1,4,2,1,4,2,1,4,1
"507","FIAT","1",54,3,2,1,4,1,1,3,4,2,3,2,2,3,3,3,3,1,2,3,2
"508","FIAT","1",55,3,1,1,1,1,3,3,1,1,3,1,1,4,2,1,3,2,1,3,2
"509","FIAT","1",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","FIAT","1",57,3,1,1,1,2,3,4,2,2,4,2,1,4,3,1,4,1,1,3,1
"511","FIAT","1",58,3,2,2,2,1,1,3,3,4,3,3,3,2,1,2,1,2,1,3,2
"512","FIAT","1",59,4,1,1,1,1,3,4,1,1,4,1,1,4,2,1,4,1,1,4,1
"513","FIAT","1",60,3,2,1,3,2,3,3,2,2,3,2,1,3,2,2,3,2,1,3,2
"514","FIAT","1",61,4,1,1,2,1,3,3,1,1,4,1,1,4,1,1,4,1,1,3,1
"515","FIAT","1",62,3,2,1,2,2,2,2,1,2,4,2,1,2,3,1,4,2,2,4,1
"516","FIAT","1",63,3,1,1,2,2,2,3,2,2,3,2,1,3,2,2,3,2,2,3,2
"517","FIAT","1",64,4,2,1,2,1,3,3,2,2,4,2,1,4,2,1,4,1,3,4,3
"518","FIAT","1",65,4,2,2,1,1,2,2,1,1,4,1,1,4,4,1,4,1,1,3,2
"519","FIAT","1",66,4,2,2,1,1,2,3,2,3,4,4,1,3,2,1,4,2,2,4,1
"520","FIAT","1",67,2,2,1,2,3,2,3,3,2,2,3,3,3,2,2,2,2,2,3,2
"521","FIAT","1",68,3,2,2,3,2,3,4,3,3,3,3,2,3,4,2,3,2,1,3,1
"522","FIAT","1",69,3,2,2,2,2,1,3,3,3,3,2,1,4,3,2,3,1,2,3,2
"523","FIAT","1",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","FILM","1",1,4,2,2,2,2,2,3,2,2,3,2,1,3,4,1,4,2,2,3,2
"525","FILM","1",2,3,4,2,2,3,2,3,2,3,3,3,1,2,4,2,3,4,3,3,3
"526","FILM","1",3,4,1,1,2,1,3,3,2,2,4,2,2,3,2,1,4,1,2,3,2
"527","FILM","1",4,3,2,2,2,2,2,3,2,1,3,2,1,3,2,1,3,1,2,3,2
"528","FILM","1",5,3,2,1,1,1,2,4,1,1,4,1,2,3,4,1,3,2,1,4,1
"529","FILM","1",6,3,1,1,2,1,3,3,2,2,2,2,1,4,2,2,3,2,1,3,1
"530","FILM","1",7,3,2,1,1,1,2,3,1,1,3,2,2,4,2,2,4,2,1,3,1
"531","FILM","1",8,3,2,1,1,1,3,4,1,1,4,1,1,4,1,1,4,1,1,3,1
"532","FILM","1",9,3,1,1,2,1,4,4,2,2,3,3,2,3,3,1,2,3,2,3,1
"533","FILM","1",10,3,2,2,1,1,2,2,2,1,3,2,1,3,2,1,3,2,2,2,1
"534","FILM","1",11,3,3,1,2,1,2,3,1,1,3,2,2,3,2,1,3,2,2,3,2
"535","FILM","1",12,3,1,1,2,1,3,2,1,2,3,3,2,2,4,1,3,2,3,3,2
"536","FILM","1",13,3,2,1,2,1,2,2,1,3,3,3,2,3,2,1,3,2,1,3,2
"537","FILM","1",14,3,2,1,2,2,2,2,2,3,3,3,2,3,3,2,3,3,2,2,2
"538","FILM","1",15,2,4,1,2,1,1,1,2,1,1,2,3,1,2,3,1,3,3,2,4
"539","FILM","1",16,3,2,2,2,1,1,2,2,3,3,3,2,2,2,2,2,2,2,2,2
