"","active","afraid","alert","angry","aroused","ashamed","astonished","at.ease","at.rest","attentive","blue","bored","calm","clutched.up","confident","content","delighted","depressed","determined","distressed","drowsy","dull","elated","energetic","enthusiastic","excited","fearful","frustrated","full.of.pep","gloomy","grouchy","guilty","happy","hostile","inspired","intense","interested","irritable","jittery","lively","lonely","nervous","placid","pleased","proud","quiescent","quiet","relaxed","sad","satisfied","scared","serene","sleepy","sluggish","sociable","sorry","still","strong","surprised","tense","tired","unhappy","upset","vigorous","wakeful","warmhearted","wide.awake","anxious","cheerful","idle","inactive","tranquil","alone","kindly","scornful","Extraversion","Neuroticism","Lie","Sociability","Impulsivity","gender","TOD","drug","film","time","id","form","study"
"71",2,0,1,0,1,0,0,2,0,2,0,2,1,0,2,2,2,0,1,0,3,1,1,1,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,1,2,2,1,1,2,2,0,2,0,2,3,2,1,0,1,2,0,1,3,0,0,0,1,2,0,1,2,1,1,2,NA,NA,NA,6,7,4,3,1,1,9,1,NA,2,3,2,"AGES"
"72",1,0,2,0,0,0,0,1,1,2,0,0,0,0,2,3,1,0,2,0,0,0,0,2,2,1,0,0,1,0,0,0,3,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,2,3,1,1,2,0,0,0,NA,NA,NA,15,8,1,11,4,2,9,2,NA,2,4,2,"AGES"
"73",1,0,0,0,1,0,0,2,2,1,0,1,3,0,2,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,0,2,1,0,2,1,2,0,2,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,2,NA,NA,NA,16,8,0,8,6,1,9,1,NA,2,5,2,"AGES"
"74",3,0,3,0,1,0,2,2,2,3,0,0,2,0,3,3,3,0,3,1,0,0,1,3,3,3,0,0,3,0,0,0,3,0,3,3,2,0,1,3,0,0,1,3,3,0,0,3,0,3,0,0,0,0,3,0,1,3,2,0,0,0,0,3,3,3,3,1,3,1,0,0,NA,NA,NA,16,7,3,10,6,1,9,2,NA,2,6,2,"AGES"
"75",0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,NA,NA,NA,16,6,1,8,6,2,9,2,NA,2,7,2,"AGES"
"76",0,0,0,0,0,0,0,2,2,1,0,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,NA,NA,NA,19,4,4,10,6,2,9,1,NA,2,8,2,"AGES"
"77",1,1,2,1,2,0,0,0,0,1,2,1,0,2,1,0,1,1,1,3,0,0,0,2,0,2,1,0,0,2,1,0,1,0,0,2,1,0,2,1,3,3,3,1,0,0,3,0,1,0,0,0,0,1,2,0,0,2,0,3,1,2,0,1,2,2,3,2,0,0,0,0,NA,NA,NA,11,20,2,9,2,1,9,2,NA,2,9,2,"AGES"
"78",1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,NA,NA,NA,13,4,2,9,4,1,9,1,NA,2,10,2,"AGES"
"79",0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,17,12,3,10,6,1,9,2,NA,2,11,2,"AGES"
"80",1,0,0,2,0,0,0,0,1,0,1,2,0,3,2,0,0,0,0,2,1,0,0,0,1,0,0,3,0,0,3,0,0,2,0,3,0,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,2,0,3,1,2,1,1,2,0,1,2,0,0,1,0,NA,NA,NA,19,14,0,10,7,2,9,1,NA,2,12,2,"AGES"
"81",1,0,1,0,0,0,0,2,2,1,0,2,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,1,2,2,1,1,0,2,1,1,1,0,2,1,0,0,1,0,0,0,1,1,0,0,1,2,2,2,NA,NA,NA,16,10,4,12,3,1,9,1,NA,2,13,2,"AGES"
"82",1,0,1,0,0,0,0,0,1,2,0,1,1,0,2,1,1,0,1,1,2,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,2,0,0,1,1,1,0,1,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,16,13,5,11,4,1,9,2,NA,2,14,2,"AGES"
"83",2,0,1,0,2,0,0,2,1,1,0,0,2,0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,1,NA,NA,NA,7,16,0,2,4,1,9,2,NA,2,15,2,"AGES"
"84",0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0,NA,NA,NA,4,14,3,2,1,2,9,1,NA,2,16,2,"AGES"
"85",1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0,0,0,3,0,0,2,0,0,2,0,1,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,3,3,1,1,0,2,0,1,3,0,1,1,0,NA,NA,NA,20,8,5,10,7,2,9,2,NA,2,17,2,"AGES"
"86",0,0,0,0,0,0,0,0,1,2,1,1,1,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,0,1,2,1,NA,NA,NA,18,9,2,12,6,2,9,1,NA,2,18,2,"AGES"
"87",0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,11,13.4,0,5,4,1,9,1,NA,2,19,2,"AGES"
"88",2,0,1,0,1,0,0,1,0,1,0,0,1,0,1,2,2,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,2,2,1,0,1,0,1,1,NA,NA,NA,16,6,1,11,4,2,9,2,NA,2,20,2,"AGES"
"89",2,0,2,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,2,2,1,0,0,0,1,1,0,3,1,0,3,0,1,1,0,3,2,3,2,0,0,2,0,0,1,NA,2,0,0,0,0,0,0,0,0,NA,0,2,0,2,2,1,2,1,2,0,1,2,0,2,0,0,NA,NA,NA,15,12,0,6,7,2,9,2,NA,2,21,2,"AGES"
"90",2,0,2,0,2,0,0,1,1,2,0,2,1,1,2,1,1,0,2,1,1,0,1,2,2,2,0,1,3,0,1,0,2,1,2,2,2,1,2,2,1,1,1,0,3,1,1,1,1,1,0,1,1,1,2,0,1,2,0,2,1,0,1,2,2,2,2,1,2,0,1,1,NA,NA,NA,10,11,1,7,2,1,9,1,NA,2,22,2,"AGES"
"91",0,0,0,0,0,0,0,2,2,0,0,2,2,0,1,2,0,0,0,0,2,1,0,0,0,0,0,2,0,1,0,1,2,0,0,0,1,1,0,0,0,0,2,1,0,1,1,2,0,1,0,0,3,2,1,0,1,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,NA,NA,NA,14,15,1,9,5,2,9,1,NA,2,23,2,"AGES"
"92",0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,2,2,2,0,0,0,0,0,3,0,2,2,0,0,2,0,1,0,NA,1,0,0,3,NA,0,0,0,2,1,1,1,0,0,3,3,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,3,3,2,NA,NA,NA,12,10,0,5,6,2,9,2,NA,2,24,2,"AGES"
"93",0,0,0,0,0,0,0,1,2,0,2,3,3,0,1,1,0,2,0,1,3,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,NA,0,0,3,3,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,2,0,NA,NA,NA,7,5,3,7,0,2,9,1,NA,2,25,2,"AGES"
"94",0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,14,3,3,8,5,2,9,2,NA,2,26,2,"AGES"
"95",0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,0,1,0,0,3,3,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,NA,2,1,0,0,0,2,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,NA,NA,NA,13,11,0,7,3,1,9,1,NA,2,27,2,"AGES"
"96",1,0,1,0,1,0,0,2,2,1,0,1,2,0,2,2,1,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,2,NA,2,3,0,1,0,2,2,3,1,0,3,1,0,0,2,0,0,0,1,2,0,0,1,2,2,2,NA,NA,NA,16,2,3,11,4,1,9,2,NA,2,28,2,"AGES"
"97",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,3,3,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,18,6,1,11,6,1,9,1,NA,2,29,2,"AGES"
"98",1,0,2,2,2,1,2,1,2,2,0,1,3,2,3,3,1,0,1,1,2,3,1,1,2,2,1,1,1,0,1,2,2,2,1,3,2,1,2,2,2,2,2,2,2,1,0,2,1,2,1,2,3,3,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,0,2,2,NA,NA,NA,17,11,4,10,5,1,9,2,NA,2,30,2,"AGES"
"99",1,0,0,0,0,0,0,2,1,0,0,3,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,0,0,1,2,3,1,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,2,1,NA,NA,NA,12,14,2,5,5,2,9,2,NA,2,31,2,"AGES"
"100",0,0,0,0,0,0,0,1,2,0,0,1,2,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,1,1,2,0,0,0,1,3,3,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,1,3,2,NA,NA,NA,18,4,0,10,7,2,9,1,NA,2,32,2,"AGES"
"101",0,0,0,0,1,0,1,1,1,0,0,3,1,0,1,1,1,0,0,0,2,1,1,0,1,1,0,1,0,2,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,2,1,0,1,0,1,3,2,1,0,1,1,1,0,3,1,0,0,0,1,0,2,1,2,3,1,NA,NA,NA,14,8,1,12,2,1,9,1,NA,2,33,2,"AGES"
"102",0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,2,0,0,0,0,2,1,0,0,1,0,0,1,0,1,2,0,0,1,0,0,0,1,2,0,0,1,0,0,0,2,2,0,1,0,1,0,2,1,0,0,2,0,0,2,2,1,0,0,0,0,0,1,0,1,2,2,NA,NA,NA,13,9,3,9,2,1,9,2,NA,2,34,2,"AGES"
"103",1,0,1,2,1,0,1,0,0,1,1,2,0,2,1,1,1,1,1,2,1,2,0,1,0,1,0,2,0,1,2,0,1,0,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,0,1,1,1,2,2,1,2,1,1,1,1,2,0,1,1,1,NA,NA,NA,15,5,3,9,6,2,9,2,NA,2,35,2,"AGES"
"104",0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,NA,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,3,0,NA,3,NA,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,3,3,NA,NA,NA,7,13,3,3,3,2,9,1,NA,2,36,2,"AGES"
"105",0,0,1,0,0,0,0,1,1,1,0,1,2,0,1,2,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,1,1,0,1,2,1,0,1,1,0,2,0,1,1,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,14,4,4,12,2,1,9,2,NA,2,37,2,"AGES"
"106",0,3,1,0,0,3,0,0,0,0,0,1,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,2,3,0,0,3,0,0,0,0,2,0,0,0,3,0,0,3,0,3,1,0,1,2,0,1,0,1,0,0,0,3,0,0,0,0,NA,NA,NA,17,13.3,2,9,5,2,9,1,NA,2,38,2,"AGES"
"107",2,0,2,0,1,0,0,2,1,2,0,2,2,0,3,2,2,0,2,0,1,1,0,2,1,2,0,0,1,0,1,0,2,0,1,0,1,0,1,2,0,0,1,2,3,1,1,2,0,0,0,1,1,1,2,0,2,2,0,0,1,0,0,1,2,2,2,1,2,2,1,1,NA,NA,NA,13,11,2,9,4,1,9,2,NA,2,39,2,"AGES"
"108",1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,2,1,2,0,2,2,2,2,2,0,1,1,1,0,2,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,2,0,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,2,2,2,1,NA,NA,NA,16,10,0,8,6,1,9,1,NA,2,40,2,"AGES"
"109",0,0,0,0,0,0,0,1,1,0,0,3,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,3,1,0,0,0,2,3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,2,2,NA,NA,NA,9,15,3,5,3,2,9,2,NA,2,41,2,"AGES"
"110",1,0,1,0,1,1,0,1,2,1,1,2,1,0,1,1,1,0,1,0,2,2,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,1,0,0,1,0,2,0,0,1,2,2,1,0,0,1,2,2,0,1,2,1,0,0,1,1,0,0,1,0,0,0,0,2,1,2,NA,NA,NA,17,4,0,10,5,1,9,1,NA,2,42,2,"AGES"
"111",1,0,0,0,1,0,0,2,1,0,0,2,2,0,1,3,0,0,0,0,3,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,2,1,1,0,2,2,0,1,0,2,2,1,2,0,2,0,0,0,2,0,1,0,1,1,1,0,2,2,2,2,NA,NA,NA,18,13.5,0,10,7,2,9,2,NA,2,43,2,"AGES"
"112",0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,NA,NA,NA,11,11,2,8,4,1,9,1,NA,2,44,2,"AGES"
"113",1,0,1,0,0,0,0,2,1,2,0,0,2,0,2,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,1,1,0,1,2,0,1,0,2,1,1,1,0,0,1,0,0,1,0,0,0,1,2,0,0,2,0,0,1,NA,NA,NA,15,7.8,1,10,2,2,9,2,NA,2,45,2,"AGES"
"114",0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,NA,1,0,0,1,1,1,0,0,NA,3,1,0,0,0,0,2,2,1,0,2,0,0,1,3,0,1,0,0,1,0,1,0,1,1,1,NA,NA,NA,12,16,1,6,5,2,9,1,NA,2,46,2,"AGES"
"115",0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,2,2,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,2,0,0,2,1,1,0,1,1,1,1,1,0,0,2,1,0,0,1,1,0,2,2,0,0,0,1,2,0,2,1,0,1,1,NA,NA,NA,13,18,0,6,5,2,9,2,NA,2,47,2,"AGES"
"116",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,NA,NA,NA,17,1,2,11,6,1,9,1,NA,2,48,2,"AGES"
"117",2,0,1,0,1,0,0,1,1,2,0,1,1,1,3,3,2,0,1,0,0,1,0,1,1,1,0,0,2,0,0,0,3,0,1,1,1,0,1,2,0,1,2,2,0,1,0,2,0,2,0,1,0,0,2,0,2,2,0,0,0,0,0,1,2,1,2,1,2,0,0,1,NA,NA,NA,16,5,2,10,6,1,9,2,NA,2,49,2,"AGES"
"118",1,0,2,0,0,0,0,2,2,1,0,1,2,0,2,2,2,0,2,1,1,0,0,1,1,1,0,0,1,0,0,0,2,0,1,1,1,0,0,1,1,0,2,2,1,1,2,2,0,2,0,2,1,1,1,0,1,1,1,0,1,0,0,1,2,2,1,0,1,1,1,2,NA,NA,NA,13,9,2,9,3,2,9,1,NA,2,50,2,"AGES"
"119",1,1,1,0,2,1,0,1,1,1,1,2,1,1,2,1,0,2,1,1,2,3,0,1,2,1,1,2,1,2,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,NA,3,2,2,0,1,1,1,1,1,1,2,1,0,1,2,2,1,0,2,1,1,1,0,3,3,1,NA,NA,NA,13,12,2,8,3,2,9,2,NA,2,51,2,"AGES"
"120",1,0,0,0,0,0,0,3,3,1,0,1,3,0,2,3,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,2,2,2,1,1,3,0,1,0,3,2,2,1,0,1,0,0,0,3,0,0,0,0,1,1,0,2,1,1,2,NA,NA,NA,18,8,1,11,6,2,9,1,NA,2,52,2,"AGES"
"121",1,0,2,0,0,0,0,2,2,2,0,1,2,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,1,1,0,1,0,1,1,2,0,0,2,0,0,1,2,1,0,0,1,0,1,1,0,1,1,1,NA,NA,NA,8,9,5,3,2,2,9,1,NA,2,53,2,"AGES"
"122",1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,2,2,1,0,1,1,1,1,0,2,0,0,1,0,1,1,1,2,1,1,0,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,15,8,2,8,5,2,9,2,NA,2,54,2,"AGES"
"123",0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1,1,1,1,3,1,0,1,0,1,3,3,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,3,2,NA,NA,NA,15,11,2,9,4,2,9,1,NA,2,55,2,"AGES"
"124",2,0,1,0,1,0,0,1,1,2,0,2,1,1,2,3,0,0,1,3,2,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,1,1,2,0,0,2,1,1,0,0,2,1,0,1,0,1,1,2,0,0,1,0,0,2,2,0,0,0,2,1,2,2,1,1,0,1,NA,NA,NA,12,5,1,9,2,1,9,2,NA,2,56,2,"AGES"
"125",0,0,1,0,0,0,0,1,1,2,0,2,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,2,2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,2,2,NA,NA,NA,10,10,4,6,2,2,9,2,NA,2,57,2,"AGES"
"126",1,0,1,0,0,0,0,2,1,1,0,0,2,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,NA,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,1,0,1,0,0,NA,0,1,2,0,1,0,1,2,1,0,2,0,0,0,NA,NA,NA,16,7,1,9,6,2,9,1,NA,2,58,2,"AGES"
"127",0,0,3,0,0,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,3,1,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,NA,NA,NA,15,5,5,8,6,1,9,2,NA,2,59,2,"AGES"
"128",2,0,1,0,1,0,0,1,2,1,0,2,1,0,2,2,1,0,0,0,1,0,0,2,2,2,0,0,1,1,1,0,1,0,1,0,2,2,0,1,1,0,2,0,0,0,2,2,0,0,0,1,2,1,2,0,1,0,0,0,1,0,0,0,1,2,1,0,1,1,1,1,NA,NA,NA,10,13.3,3,8,1,1,9,1,NA,2,60,2,"AGES"
"129",1,0,1,0,0,0,0,1,2,1,1,0,2,1,2,2,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,1,1,1,1,1,1,0,1,0,2,2,2,0,0,0,2,1,2,1,0,1,1,0,1,2,0,0,0,2,2,1,1,1,1,1,2,NA,NA,NA,16,10,1,10,4,1,9,2,NA,2,61,2,"AGES"
"130",0,0,0,0,0,0,0,3,3,1,0,1,3,0,1,1,1,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,3,0,0,3,3,3,0,1,0,3,3,3,1,0,3,0,0,0,3,1,0,0,0,1,0,0,0,3,3,3,NA,NA,NA,8,8,3,4,3,1,9,1,NA,2,62,2,"AGES"
"131",1,0,2,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,3,1,0,0,0,0,NA,NA,NA,16,13,1,10,5,2,9,2,NA,2,63,2,"AGES"
"132",1,0,1,0,0,0,0,3,1,2,0,1,3,0,2,2,0,0,1,0,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,1,2,2,0,2,0,2,3,1,1,0,2,0,0,0,3,0,0,1,2,0,1,1,1,2,3,3,NA,NA,NA,18,8,0,8,7,2,9,1,NA,2,64,2,"AGES"
"133",1,0,1,0,1,0,0,2,0,1,0,0,2,0,2,2,1,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,2,0,0,3,2,1,0,0,1,0,0,3,0,0,0,1,2,0,0,1,0,2,1,NA,NA,NA,12,11,4,6,5,2,9,1,NA,2,66,2,"AGES"
"134",2,1,2,0,1,0,0,0,1,2,0,0,0,3,1,2,0,0,2,2,0,1,1,2,2,3,2,1,1,0,1,0,2,0,0,2,2,2,3,2,0,3,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,3,1,0,0,2,2,2,2,3,1,0,0,0,NA,NA,NA,17,5,1,9,6,2,9,1,NA,2,67,2,"AGES"
"135",2,0,2,0,3,0,0,0,1,2,0,1,1,1,2,1,1,0,1,0,0,1,2,2,2,2,0,0,2,0,0,0,1,0,1,2,1,0,3,2,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2,3,1,3,1,NA,0,0,1,NA,NA,NA,10,12,2,7,1,1,9,2,NA,2,68,2,"AGES"
"136",3,0,3,0,3,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,3,3,3,3,0,0,3,0,0,0,2,1,2,2,1,2,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,3,3,1,3,3,2,0,0,0,NA,NA,NA,19,5,1,11,6,1,9,2,NA,2,69,2,"AGES"
"137",0,0,NA,0,0,0,0,1,1,1,1,1,2,0,1,0,0,1,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,1,2,1,0,1,0,2,2,1,1,0,1,0,0,0,2,1,0,0,1,1,0,0,0,1,2,1,NA,NA,NA,10,16,1,7,1,NA,9,NA,NA,1,1,2,"Cart"
"138",1,0,0,0,1,0,0,3,1,1,0,1,0,0,3,3,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,3,2,3,2,1,3,0,2,0,3,2,1,0,0,3,3,0,0,2,0,0,0,1,3,1,0,3,1,1,3,NA,NA,NA,18,6,1,9,7,NA,9,NA,NA,1,2,2,"Cart"
"139",1,0,1,0,1,0,0,1,1,1,0,3,1,1,2,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,1,2,1,1,1,2,1,0,2,0,0,3,3,1,0,1,2,0,0,3,0,0,1,1,1,0,1,1,2,2,0,NA,NA,NA,15,15,2,9,5,NA,9,NA,NA,1,3,2,"Cart"
"140",1,0,1,1,2,1,0,2,2,1,1,1,2,0,2,2,1,0,3,0,2,1,1,1,2,2,0,1,2,1,0,0,2,0,2,2,2,1,1,2,2,1,1,2,1,1,1,2,0,2,0,2,NA,2,3,1,2,2,0,1,2,0,0,2,1,2,1,1,2,2,2,2,NA,NA,NA,16,16,2,6,7,NA,19.5,NA,NA,1,4,2,"Cart"
"141",0,0,1,0,0,0,0,3,1,1,1,1,3,0,2,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,1,0,2,1,1,1,2,2,1,2,0,3,2,1,1,0,2,1,0,0,2,0,0,0,2,0,0,1,1,2,2,2,NA,NA,NA,15,12,0,9,5,NA,19.5,NA,NA,1,5,2,"Cart"
"142",0,0,0,0,0,0,0,2,2,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,1,0,2,0,0,1,1,1,0,1,0,1,1,2,2,0,1,0,0,0,2,1,0,0,0,1,0,0,1,1,1,1,NA,NA,NA,8,7,3,7,0,NA,19.5,NA,NA,1,6,2,"Cart"
